FID,AREA,PERIMETER,INDEX_,INDEX_ID,TILE,TILENUM
472,16408017.652946,16348.945874944,441,187,0733,733
473,16424430.660008,16358.240473491,672,1585,1177,1177
474,16422084.781891,16356.904907012,673,236,0634,634
475,16380066.20998,16333.110035261,72,565,2009,2009
476,16389380.027187,16338.386667855,191,270,1363,1363
477,16410455.949301,16350.314368784,442,1546,0925,925
478,16424443.003896,16358.245991711,674,1570,1044,1044
479,16408011.596568,16348.942614624,443,151,0846,846
480,16380082.332163,16333.118078602,73,512,2010,2010
481,16422086.040273,16356.905850078,675,193,0739,739
482,16389380.382885,16338.387174685,192,222,1364,1364
483,16380079.416912,16333.115585984,74,462,2011,2011
484,16389388.453222,16338.391054747,193,179,1365,1365
485,16407854.854465,16348.853563408,444,119,0967,967
486,16424446.749793,16358.247867112,676,1552,0919,919
487,16389399.865451,16338.396723632,194,144,1366,1366
488,16380076.866706,16333.113818833,75,412,2012,2012
489,16410350.420016,16350.254116043,445,1525,0808,808
490,16422072.11561,16356.899377762,677,157,0852,852
491,16424360.650719,16358.197726702,678,1531,0802,802
492,16407848.501388,16348.8493222,446,89,1096,1096
493,16380088.226382,16333.120724762,76,363,2013,2013
494,16389230.718369,16338.300337849,195,114,1367,1367
495,16421908.569695,16356.808367349,679,125,0973,973
496,16380064.399689,16333.10802776,77,314,2014,2014
497,16389217.760037,16338.293303441,196,85,1368,1368
498,16410335.308876,16350.247975788,447,1502,0699,699
499,16421895.035288,16356.801052533,680,95,1102,1102
500,16407861.552664,16348.855659718,448,60,1233,1233
501,16380081.468198,16333.117115541,78,266,2015,2015
502,16389230.435653,16338.300666208,197,58,1369,1369
503,16424369.303263,16358.200942812,681,1508,0693,693
504,16410312.05188,16350.236591862,449,1474,0598,598
505,16380078.514523,16333.114508675,79,218,2016,2016
506,16391539.087506,16339.601304982,198,1434,1197,1197
507,16421895.710277,16356.802274326,682,66,1239,1239
508,16380101.099721,16333.126572232,80,175,2017,2017
509,16391541.413644,16339.602550681,199,1396,1198,1198
510,16410328.19284,16350.244868734,450,1441,0505,505
511,16424375.556279,16358.203937441,683,1480,0592,592
512,16380091.003196,16333.121313155,81,140,2018,2018
513,16410316.883768,16350.23968075,451,1403,0420,420
514,16391531.189378,16339.597943141,200,1358,1199,1199
515,16424378.5102,16358.205987718,684,1447,0499,499
516,16424381.749201,16358.206899487,685,1409,0414,414
517,16379925.153338,16333.026792026,82,110,2019,2019
518,16391521.949017,16339.593810727,201,1315,1200,1200
519,16410290.731555,16350.227299539,452,1365,0343,343
520,16424385.096293,16358.207150131,686,1371,0337,337
521,16379931.911163,16333.029667445,83,81,2020,2020
522,16410305.773455,16350.235977762,453,1322,0344,344
523,16424404.564077,16358.217335812,687,1328,0268,268
524,16410296.543438,16350.230546495,454,1277,0345,345
525,16379932.250562,16333.030056791,84,54,2021,2021
526,16379940.88516,16333.03413758,85,32,2022,2022
527,16410281.580652,16350.223914273,455,1231,0346,346
528,16424400.694312,16358.213947687,688,1283,0207,207
529,16410281.364405,16350.224624097,456,1185,0347,347
530,16382143.90136,16334.279320015,86,1310,1820,1820
531,16424418.991288,16358.223299053,689,1237,0154,154
532,16424429.35659,16358.228102251,690,1191,0109,109
533,16382135.84571,16334.276041735,87,1265,1821,1821
534,16410270.933232,16350.218894704,457,1133,0348,348
535,16382120.331452,16334.269134621,88,1219,1822,1822
536,16410263.898143,16350.216828775,458,1081,0349,349
537,16424426.731979,16358.22549123,691,1138,0072,72
538,16410248.098081,16350.21037552,459,1028,0350,350
539,16424434.486611,16358.229566832,692,1086,0043,43
540,16382129.620588,16334.274915137,89,1167,1823,1823
541,16382116.975948,16334.2685226,90,1115,1824,1824
542,16410236.742443,16350.20542844,460,972,0351,351
543,16424443.915205,16358.234224784,693,1033,0044,44
544,16410229.743822,16350.201939243,461,914,0352,352
545,16382101.161414,16334.260294189,91,1063,1825,1825
546,16424450.167797,16358.236131401,694,978,0045,45
547,16382111.981893,16334.267011182,92,1010,1826,1826
548,16424454.207196,16358.237905399,695,921,0046,46
549,16410317.381941,16350.25206531,462,856,0353,353
550,16424483.019996,16358.254797635,696,862,0047,47
551,16410332.608644,16350.260228513,463,799,0354,354
552,16382101.772181,16334.262057403,93,956,1827,1827
553,16410324.397863,16350.254826575,464,742,0355,355
554,16424501.789558,16358.264440384,697,804,0048,48
555,16424500.894966,16358.264098089,698,747,0049,49
556,16382086.091249,16334.25486961,94,899,1828,1828
557,16410336.80088,16350.261902444,465,687,0356,356
558,16424470.470774,16358.249168501,699,692,0050,50
559,16382391.983461,16334.427933077,95,843,1829,1829
560,16410331.420608,16350.258837187,466,632,0357,357
561,16382399.145448,16334.430972436,96,786,1830,1830
562,16410342.703361,16350.264201892,467,578,0358,358
563,16424482.415872,16358.256863732,700,637,0083,83
564,16410349.812928,16350.267125017,468,525,0359,359
565,16382408.910763,16334.436643716,97,730,1831,1831
566,16424450.794476,16358.240174007,701,584,0124,124
567,16382400.012253,16334.431973549,98,675,1832,1832
568,16410343.208977,16350.263752329,469,475,0360,360
569,16382389.36344,16334.425008786,99,620,1833,1833
570,16410337.041509,16350.260864774,470,425,0361,361
571,16382412.986478,16334.43827391,100,566,1834,1834
572,16410342.071111,16350.263628291,471,376,0362,362
573,16410334.163402,16350.259903331,472,327,0443,443
574,16382395.887387,16334.429638168,101,513,1835,1835
575,16412782.689158,16351.634903543,473,1593,1323,1323
576,16410341.709462,16350.263874954,474,279,0532,532
577,16412673.322071,16351.584683459,505,526,0288,288
578,16412790.226819,16351.637789602,475,1580,1182,1182
579,16410341.461908,16350.263405134,476,231,0629,629
580,16412795.179838,16351.640115339,477,1565,1049,1049
581,16410344.837527,16350.264308231,478,188,0734,734
582,16412800.714877,16351.643026351,479,1547,0924,924
583,16410358.077815,16350.27099836,480,152,0847,847
584,16412680.765983,16351.576267607,481,1526,0807,807
585,16410169.943786,16350.166041565,482,120,0968,968
586,16412665.054432,16351.580093417,506,476,0289,289
587,16410171.989439,16350.166865033,483,90,1097,1097
588,16412683.655667,16351.578125504,484,1503,0698,698
589,16410186.559911,16350.173156535,485,61,1234,1234
590,16412673.950112,16351.573075976,486,1475,0597,597
591,16412669.827013,16351.572384793,487,1442,0504,504
592,16412663.537232,16351.56886665,488,1404,0419,419
593,16412653.413117,16351.564320476,489,1366,0342,342
594,16412646.535997,16351.562411749,490,1323,0273,273
595,16412627.694659,16351.553036273,491,1278,0274,274
596,16412668.83356,16351.582228387,507,426,0290,290
597,16412622.144922,16351.551163023,492,1232,0275,275
598,16412616.717254,16351.548953569,493,1186,0276,276
599,16412606.96324,16351.544199298,494,1134,0277,277
600,16412603.608003,16351.543003227,495,1082,0278,278
601,16412607.197788,16351.545626439,496,1029,0279,279
602,16415111.76537,16352.956292865,508,1604,1471,1471
603,16412592.013684,16351.537862046,497,973,0280,280
604,16412595.313339,16351.540473229,498,915,0281,281
605,16412660.850039,16351.577527126,499,857,0282,282
606,16412665.812286,16351.581489814,500,800,0283,283
607,16412645.207694,16351.571214606,501,743,0284,284
608,16412669.275882,16351.582063422,509,377,0363,363
609,16412670.548429,16351.58229058,510,328,0444,444
610,16415109.048951,16352.953509683,511,1594,1322,1322
611,16412671.395494,16351.583146299,512,280,0533,533
612,16415119.27808,16352.959192091,513,1581,1181,1181
613,16412671.800272,16351.583653117,514,232,0630,630
614,16391518.247562,16339.592696433,202,1270,1201,1201
615,16391508.997684,16339.588709453,203,1224,1202,1202
616,16415128.967913,16352.963575294,515,1566,1048,1048
617,16391505.768067,16339.587680097,204,1174,1203,1203
618,16412673.358995,16351.58380983,516,189,0735,735
619,16391492.747929,16339.581078189,205,1123,1204,1204
620,16415144.064548,16352.970598023,517,1548,0923,923
621,16391491.465859,16339.581057468,206,1072,1205,1205
622,16412680.284787,16351.588181024,518,153,0848,848
623,16391484.336765,16339.578544633,207,1019,1206,1206
624,16415043.18102,16352.912976825,519,1527,0806,806
625,16391458.327521,16339.565647353,208,965,1207,1207
626,16391463.628706,16339.569124198,209,907,1208,1208
627,16412501.435252,16351.486337627,520,121,0969,969
628,16391699.247604,16339.702508687,210,849,1209,1209
629,16412515.12844,16351.492181902,521,91,1098,1098
630,16391693.593471,16339.699801957,211,792,1210,1210
631,16391703.224073,16339.704447942,212,734,1211,1211
632,16415036.028348,16352.909808282,522,1504,0697,697
633,16391703.530222,16339.704700581,213,680,1212,1212
634,16431426.303112,16362.193236108,802,1331,0265,265
635,16431444.124034,16362.202705819,803,1286,0204,204
636,16412518.913101,16351.494519238,523,62,1235,1235
637,16391707.272478,16339.706510769,214,625,1213,1213
638,16431454.164154,16362.207083356,804,1240,0151,151
639,16391695.861626,16339.699977261,215,571,1214,1214
640,16415018.737233,16352.901452192,524,1476,0596,596
641,16431450.009404,16362.204648192,805,1194,0106,106
642,16391701.312861,16339.704070641,216,518,1215,1215
643,16415017.363555,16352.901954406,525,1443,0503,503
644,16431453.327852,16362.205113587,806,1142,0069,69
645,16391701.137602,16339.703721424,217,468,1216,1216
646,16415011.170123,16352.899683104,526,1405,0418,418
647,16431482.47364,16362.220053256,807,1090,0040,40
648,16391701.747134,16339.702832954,218,418,1217,1217
649,16431467.940768,16362.210558745,808,1037,0019,19
650,16414998.693799,16352.89383537,527,1367,0341,341
651,16391717.636023,16339.7105249,219,369,1218,1218
652,16431495.829976,16362.225846966,809,980,0006,6
653,16391711.619564,16339.707870846,220,320,1219,1219
654,16414983.93259,16352.886901339,528,1324,0272,272
655,16431479.679598,16362.216546266,810,920,0001,1
656,16391701.64391,16339.702869917,221,272,1220,1220
657,16414982.865828,16352.886388302,529,1279,0211,211
658,16431514.73595,16362.235748538,811,864,0002,2
659,16391712.706495,16339.709422418,222,224,1221,1221
660,16431526.478197,16362.242621782,812,808,0011,11
661,16414990.931437,16352.890619301,530,1233,0212,212
662,16391706.904187,16339.70637392,223,181,1222,1222
663,16431509.468397,16362.234132823,813,751,0028,28
664,16414973.192215,16352.882360453,531,1187,0213,213
665,16391704.019744,16339.704226409,224,146,1223,1223
666,16431500.941108,16362.230324753,814,696,0053,53
667,16414959.485886,16352.876632437,532,1135,0214,214
668,16391543.880201,16339.612906425,225,115,1224,1224
669,16431481.961062,16362.220853736,815,641,0086,86
670,16414956.130059,16352.875437117,533,1083,0215,215
671,16391543.450037,16339.611734,226,86,1225,1225
672,16431487.545803,16362.225183474,816,587,0127,127
673,16414949.097455,16352.872061902,534,1030,0216,216
674,16393914.72292,16340.944760651,227,1469,1061,1061
675,16431482.101431,16362.222927791,817,534,0176,176
676,16414936.05892,16352.86614318,535,974,0217,217
677,16393898.41937,16340.935956719,228,1436,1062,1062
678,16431474.123244,16362.218232236,818,484,0233,233
679,16414931.367053,16352.864858114,536,916,0218,218
680,16431486.646051,16362.225285326,819,434,0298,298
681,16393881.313888,16340.927847832,229,1398,1063,1063
682,16431472.603273,16362.2179019,820,385,0371,371
683,16414988.847991,16352.897965089,537,858,0219,219
684,16433804.503025,16363.548175709,821,1602,1314,1314
685,16393888.78993,16340.934155029,230,1360,1064,1064
686,16414995.374193,16352.900952514,538,801,0220,220
687,16393855.055787,16340.916192907,231,1317,1065,1065
688,16431464.29008,16362.214958176,822,336,0452,452
689,16414990.939254,16352.897650496,539,744,0221,221
690,16431454.197979,16362.210599309,823,288,0541,541
691,16393861.038055,16340.920861394,232,1272,1066,1066
692,16433804.09536,16363.547851839,824,1589,1173,1173
693,16415009.176685,16352.907998628,540,689,0222,222
694,16393849.309902,16340.915144554,233,1226,1067,1067
695,16431443.75063,16362.205010721,825,240,0638,638
696,16414990.548315,16352.897760899,541,634,0223,223
697,16393850.679939,16340.915850389,234,1178,1068,1068
698,16433814.446095,16363.553197782,826,1574,1040,1040
699,16414995.965099,16352.901076793,542,580,0224,224
700,16393839.252207,16340.911090967,235,1126,1069,1069
701,16431451.209965,16362.210046505,827,197,0743,743
702,16414992.654464,16352.899023941,543,527,0225,225
703,16393827.104803,16340.906154193,236,1075,1070,1070
704,16433822.457117,16363.556213359,828,1556,0915,915
705,16415004.588577,16352.905504094,544,477,0226,226
706,16431437.386986,16362.202417867,829,161,0856,856
707,16393813.892842,16340.899592826,237,1022,1071,1071
708,16417396.896308,16354.257597873,545,1612,1627,1627
709,16433746.943143,16363.512295392,830,1535,0798,798
710,16393816.061665,16340.901002381,238,967,1072,1072
711,16414998.388629,16352.901687605,546,427,0291,291
712,16393811.096438,16340.898635662,239,909,1073,1073
713,16431279.39224,16362.11331824,831,129,0977,977
714,16417406.871524,16354.262341347,547,1605,1470,1470
715,16431279.952984,16362.114893497,832,99,1106,1106
716,16394036.090969,16341.026021486,240,851,1074,1074
717,16414997.114437,16352.900546566,548,378,0364,364
718,16433748.256335,16363.511398243,833,1512,0689,689
719,16394018.190903,16341.016140653,241,794,1075,1075
720,16415012.222098,16352.908629727,549,329,0445,445
721,16431253.705341,16362.102166422,834,70,1243,1243
722,16394038.046598,16341.02780924,242,737,1076,1076
723,16433757.364494,16363.516055386,835,1484,0588,588
724,16417403.206136,16354.260584072,550,1595,1321,1321
725,16394027.68881,16341.021089349,243,682,1077,1077
726,16415002.299596,16352.902463454,551,281,0534,534
727,16433762.572764,16363.519352858,836,1451,0495,495
728,16394040.239932,16341.028119003,244,627,1078,1078
729,16417411.838232,16354.264148184,552,1582,1180,1180
730,16394033.767473,16341.02441384,245,573,1079,1079
731,16433760.782737,16363.517345833,837,1413,0410,410
732,16415020.400089,16352.912038464,553,233,0631,631
733,16394038.904124,16341.026263959,246,520,1080,1080
734,16433775.294811,16363.523864069,838,1375,0333,333
735,16417422.500063,16354.269671218,554,1567,1047,1047
736,16394044.322386,16341.029035296,247,470,1081,1081
737,16433769.191841,16363.520589642,839,1332,0264,264
738,16394039.31921,16341.027124489,248,420,1082,1082
739,16415008.7766,16352.906012542,555,190,0736,736
740,16417425.365122,16354.269778314,556,1549,0922,922
741,16394039.806769,16341.027936406,249,371,1083,1083
742,16433779.597002,16363.526222144,840,1287,0203,203
743,16415016.659878,16352.91056626,557,154,0849,849
744,16394029.269894,16341.021190311,250,322,1084,1084
745,16433787.130689,16363.528546925,841,1241,0150,150
746,16394033.224943,16341.023163823,251,274,1085,1085
747,16417338.235225,16354.219923905,558,1528,0805,805
748,16433812.202981,16363.540371068,842,1195,0105,105
749,16414843.622798,16352.811970384,559,122,0970,970
750,16394050.979033,16341.032831208,252,226,1086,1086
751,16433814.984706,16363.540836222,843,1143,0068,68
752,16394048.9285,16341.031873914,253,184,1087,1087
753,16414849.191574,16352.814522977,560,92,1099,1099
754,16417339.786298,16354.220058724,561,1505,0696,696
755,16433819.940697,16363.543672173,844,1091,0039,39
756,16394035.604284,16341.024522797,254,147,1088,1088
757,16433811.57356,16363.538280168,845,1038,0018,18
758,16393872.879987,16340.932089448,255,116,1089,1089
759,16414854.876995,16352.816726092,562,63,1236,1236
760,16396253.817723,16342.270363089,256,1496,0933,933
761,16433842.705024,16363.554230823,846,982,0005,5
762,16417354.724822,16354.226776328,563,1477,0595,595
763,16396237.80658,16342.263029126,257,1467,0934,934
764,16433829.185763,16363.546057029,847,924,0004,4
765,16417346.671158,16354.222942875,564,1444,0502,502
766,16396231.492158,16342.260445834,258,1433,0935,935
767,16417350.894815,16354.225912536,565,1406,0417,417
768,16433856.586021,16363.562185156,848,866,0003,3
769,16396218.629915,16342.253199587,259,1395,0936,936
770,16417360.721048,16354.229465183,566,1368,0340,340
771,16433866.265118,16363.567931494,849,809,0012,12
772,16396234.560625,16342.262696712,260,1357,0937,937
773,16417371.783331,16354.233655118,567,1325,0271,271
774,16433852.772358,16363.56046837,850,752,0029,29
775,16417380.390704,16354.238265609,568,1280,0210,210
776,16396207.501846,16342.248787898,261,1314,0938,938
777,16433840.053837,16363.554611949,851,697,0054,54
778,16396213.63597,16342.253294301,262,1269,0939,939
779,16417373.084293,16354.234436834,569,1234,0157,157
780,16433832.117347,16363.551090898,852,642,0087,87
781,16396196.410993,16342.244498472,263,1223,0940,940
782,16396189.394799,16342.242285408,264,1173,0941,941
783,16433845.013312,16363.55834782,853,588,0128,128
784,16417379.257071,16354.237190261,570,1188,0158,158
785,16396179.638938,16342.237526435,265,1122,0942,942
786,16417392.171177,16354.242738638,571,1137,0159,159
787,16433835.54913,16363.554093413,854,535,0177,177
788,16396182.32953,16342.239717739,266,1070,0943,943
789,16417400.0641,16354.246607686,572,1085,0160,160
790,16433810.820002,16363.541739415,855,485,0234,234
791,16396165.983051,16342.231105237,267,1018,0944,944
792,16417397.727743,16354.245272438,573,1032,0161,161
793,16396156.086649,16342.227283696,268,963,0945,945
794,16396148.802811,16342.224867439,269,906,0946,946
795,16417408.88577,16354.250259087,574,977,0162,162
796,16433811.340595,16363.542650211,856,435,0299,299
797,16396354.469127,16342.34041002,270,848,0947,947
798,16417410.89375,16354.250910764,575,918,0163,163
799,16433807.467325,16363.541312034,857,386,0372,372
800,16417462.035138,16354.2801076,576,861,0164,164
801,16396350.603346,16342.337502463,271,791,0948,948
802,16433808.589442,16363.542413816,858,337,0453,453
803,16433810.379256,16363.543216538,859,289,0542,542
804,16396367.67999,16342.347271572,272,735,0949,949
805,16417454.867852,16354.27626184,577,803,0165,165
806,16396355.650909,16342.340552372,273,679,0950,950
807,16417457.132897,16354.277719279,578,746,0166,166
808,16436149.623554,16364.876396064,860,1590,1172,1172
809,16417450.325363,16354.274885196,579,691,0167,167
810,16417444.598969,16354.272584901,580,636,0168,168
811,16396369.074224,16342.347236764,274,624,0951,951
812,16433791.848986,16363.53339551,861,241,0639,639
813,16417443.556212,16354.272865729,581,581,0169,169
814,16396365.112645,16342.34484887,275,570,0952,952
815,16436163.380624,16364.882769218,862,1575,1039,1039
816,16433797.325844,16363.537363237,863,198,0744,744
817,16417421.79323,16354.261685134,582,528,0170,170
818,16396360.467946,16342.34294439,276,517,0953,953
819,16419718.674135,16355.575071162,583,1618,1791,1791
820,16396358.242628,16342.34147379,277,467,0954,954
821,16436160.643413,16364.88064521,864,1557,0914,914
822,16417434.748092,16354.269081369,584,478,0227,227
823,16433783.07498,16363.530710206,865,162,0857,857
824,16396371.342365,16342.348535169,278,417,0955,955
825,16419722.387104,16355.577291786,585,1613,1626,1626
826,16396364.614791,16342.344609049,279,368,0956,956
827,16436080.159863,16364.834840839,866,1536,0797,797
828,16396365.216031,16342.344788631,280,319,0957,957
829,16417428.527017,16354.265256904,586,428,0292,292
830,16433610.376772,16363.43481696,867,130,0978,978
831,16396369.714812,16342.346527555,281,271,0958,958
832,16419730.404032,16355.580655966,587,1606,1469,1469
833,16433616.595175,16363.439277503,868,100,1107,1107
834,16396375.060664,16342.349872813,282,223,0959,959
835,16417410.280045,16354.256752744,588,379,0365,365
836,16417411.486929,16354.259112196,589,330,0446,446
837,16436077.603568,16364.832972435,869,1513,0688,688
838,16396377.805966,16342.351008491,283,180,0960,960
839,16419737.41744,16355.583302779,590,1596,1320,1320
840,16433597.672007,16363.429483985,870,71,1244,1244
841,16398611.405211,16343.604735028,284,1497,0814,814
842,16417394.145442,16354.249729806,591,282,0535,535
843,16436089.136268,16364.837740128,871,1485,0587,587
844,16398591.326553,16343.594432274,285,1468,0815,815
845,16436114.001934,16364.849950423,872,1452,0494,494
846,16398584.081998,16343.592876574,286,1435,0816,816
847,16419755.233099,16355.592009209,592,1583,1179,1179
848,16398564.916004,16343.583632112,287,1397,0817,817
849,16417393.823891,16354.251113207,593,234,0632,632
850,16436107.919075,16364.845889066,873,1414,0409,409
851,16398559.783861,16343.58097031,288,1359,0818,818
852,16436106.392817,16364.845217729,874,1376,0332,332
853,16398559.585268,16343.581921943,289,1316,0819,819
854,16419763.640854,16355.595358639,594,1568,1046,1046
855,16417378.857714,16354.243174175,595,191,0737,737
856,16436124.425853,16364.85426491,875,1333,0263,263
857,16398556.414178,16343.580808799,290,1271,0820,820
858,16436134.049158,16364.857897262,876,1288,0202,202
859,16398544.305886,16343.57487899,291,1225,0821,821
860,16419753.929034,16355.589581109,596,1550,0921,921
861,16436134.393693,16364.857141836,877,1242,0149,149
862,16398531.482746,16343.56877342,292,1177,0822,822
863,16417396.891385,16354.252607117,597,155,0850,850
864,16436147.771366,16364.863675385,878,1196,0104,104
865,16419669.736103,16355.54166723,598,1529,0804,804
866,16398536.824056,16343.572880552,293,1125,0823,823
867,16436154.766439,16364.867113082,879,1144,0067,67
868,16417216.273449,16354.150712208,599,123,0971,971
869,16436157.420992,16364.867083319,880,1092,0038,38
870,16398519.95283,16343.564049233,294,1074,0824,824
871,16424468.390325,16358.249961272,702,531,0173,173
872,16417211.888219,16354.149440643,600,93,1100,1100
873,16398516.32839,16343.562564931,295,1021,0825,825
874,16436172.240106,16364.874504864,881,1039,0017,17
875,16398517.305871,16343.563665047,296,966,0826,826
876,16424467.407708,16358.250431977,703,481,0230,230
877,16419672.49615,16355.542829284,601,1506,0695,695
878,16436166.673589,16364.870875027,882,983,0016,16
879,16398505.445012,16343.55832568,297,908,0827,827
880,16436177.990695,16364.876441655,883,925,0015,15
881,16426758.349871,16359.561215558,704,1616,1623,1623
882,16398681.062674,16343.65905204,298,850,0828,828
883,16436198.637278,16364.888467742,884,867,0014,14
884,16436203.622621,16364.891494149,885,810,0013,13
885,16424438.989305,16358.236273733,705,431,0295,295
886,16398673.191739,16343.654865473,299,793,0829,829
887,16436196.887949,16364.887878886,886,753,0030,30
888,16398683.181642,16343.659711559,300,736,0830,830
889,16436178.420564,16364.878799808,887,698,0055,55
890,16436179.093722,16364.880451277,888,643,0088,88
891,16398690.535261,16343.663913908,301,681,0831,831
892,16426750.917068,16359.555844551,706,1609,1466,1466
893,16436179.994872,16364.880880931,889,589,0129,129
894,16424439.277583,16358.236981116,707,382,0368,368
895,16436178.680868,16364.879649705,890,536,0178,178
896,16424436.49096,16358.236176352,708,333,0449,449
897,16436168.702937,16364.875051513,891,486,0235,235
898,16426778.491133,16359.5701359,709,1599,1317,1317
899,16436155.593778,16364.869869256,892,436,0300,300
900,16436150.323187,16364.867461228,893,387,0373,373
901,16436158.532554,16364.871634409,894,338,0454,454
902,16424440.388906,16358.237860545,710,285,0538,538
903,16436149.834276,16364.868345714,895,290,0543,543
904,16436128.093232,16364.857643156,896,242,0640,640
905,16426781.889941,16359.571016462,711,1586,1176,1176
906,16438503.790246,16366.208399946,897,1576,1038,1038
907,16424425.646956,16358.230177091,712,237,0635,635
908,16436128.793728,16364.858588615,898,199,0745,745
909,16426780.823197,16359.570251342,713,1571,1043,1043
910,16438497.078622,16366.204332454,899,1558,0913,913
911,16424422.704814,16358.230006765,714,194,0740,740
912,16436123.902716,16364.855982154,900,163,0858,858
913,16438420.567911,16366.16047049,901,1537,0796,796
914,16426791.917765,16359.576239604,715,1553,0918,918
915,16424417.818264,16358.227444089,716,158,0853,853
916,16426693.864281,16359.520497891,717,1532,0801,801
917,16424253.264334,16358.134570341,718,126,0974,974
918,16424236.678153,16358.127347476,719,96,1103,1103
919,16426698.845022,16359.521657859,720,1509,0692,692
920,16424227.226234,16358.123503889,721,67,1240,1240
921,16426708.3877,16359.526260485,722,1481,0591,591
922,16426726.443319,16359.535557269,723,1448,0498,498
923,16426729.678284,16359.535771368,724,1410,0413,413
924,16426738.250896,16359.539909387,725,1372,0336,336
925,16426738.18008,16359.539069697,726,1329,0267,267
926,16426744.491398,16359.54173169,727,1284,0206,206
927,16426759.435431,16359.548921728,728,1238,0153,153
928,16426765.06946,16359.551670767,729,1192,0108,108
929,16426757.90132,16359.547113074,730,1140,0071,71
930,16426783.27374,16359.559027901,731,1088,0042,42
931,16426792.961496,16359.563529643,732,1035,0021,21
932,16426791.992879,16359.562823962,733,981,0022,22
933,16426803.291336,16359.567468907,734,923,0023,23
934,16426838.768654,16359.587901458,735,865,0024,24
935,16426827.254723,16359.58287798,736,806,0025,25
936,16426826.121794,16359.58238661,737,749,0026,26
937,16426820.6479,16359.579403978,738,694,0051,51
938,16426821.670753,16359.580274874,739,639,0084,84
939,16426812.632989,16359.576362095,740,585,0125,125
940,16426798.624337,16359.570203668,741,532,0174,174
941,16426803.453939,16359.573601818,742,482,0231,231
942,16426797.233259,16359.569777188,743,432,0296,296
943,16429101.311007,16360.886503762,744,1610,1465,1465
944,16426789.347237,16359.566200603,745,383,0369,369
945,16426779.705763,16359.562468189,746,334,0450,450
946,16429116.427255,16360.893768343,747,1600,1316,1316
947,16426775.168613,16359.561223367,748,286,0539,539
948,16429127.44361,16360.899559913,749,1587,1175,1175
949,16426760.986409,16359.553540338,750,238,0636,636
950,16429123.634565,16360.896909868,751,1572,1042,1042
951,16426765.623708,16359.556391344,752,195,0741,741
952,16429127.678235,16360.898899141,753,1554,0917,917
953,16426755.505496,16359.552056356,754,159,0854,854
954,16429048.892487,16360.853153052,755,1533,0800,800
955,16426579.345147,16359.453002984,756,127,0975,975
956,16426595.788413,16359.462349124,757,97,1104,1104
957,16429040.731114,16360.848145637,758,1510,0691,691
958,16426571.892231,16359.449709804,759,68,1241,1241
959,16429051.675577,16360.853831971,760,1482,0590,590
960,16429069.496424,16360.86210124,761,1449,0497,497
961,16429069.35367,16360.861068312,762,1411,0412,412
962,16429078.436276,16360.865424656,763,1373,0335,335
963,16429086.375567,16360.867828768,764,1330,0266,266
964,16429103.208847,16360.876163575,765,1285,0205,205
965,16429109.070067,16360.879462158,766,1239,0152,152
966,16429104.991004,16360.876106794,767,1193,0107,107
967,16429112.735247,16360.879651681,768,1141,0070,70
968,16429123.756706,16360.885620318,769,1089,0041,41
969,16429118.563509,16360.882019894,770,1036,0020,20
970,16429139.559105,16360.892233895,771,976,0007,7
971,16429145.608849,16360.893903796,772,919,0008,8
972,16429190.200984,16360.918436913,773,860,0009,9
973,16429173.196747,16360.910339231,774,807,0010,10
974,16429166.157756,16360.907797287,775,750,0027,27
975,16429162.511625,16360.905839443,776,695,0052,52
976,16429146.043888,16360.897491519,777,640,0085,85
977,16429157.299911,16360.904697868,778,586,0126,126
978,16429144.555707,16360.897662297,779,533,0175,175
979,16429139.802122,16360.895989199,780,483,0232,232
980,16429137.151773,16360.896067919,781,433,0297,297
981,16431447.403423,16362.216251026,782,1611,1464,1464
982,16429118.559962,16360.886445957,783,384,0370,370
983,16431435.171109,16362.209346327,784,1601,1315,1315
984,16429125.383129,16360.889830225,785,335,0451,451
985,16429125.234434,16360.890445021,786,287,0540,540
986,16431456.970391,16362.220279128,787,1588,1174,1174
987,16429105.672553,16360.880948361,788,239,0637,637
988,16431459.431135,16362.220541414,789,1573,1041,1041
989,16429113.449116,16360.885615974,790,196,0742,742
990,16431472.554694,16362.226471857,791,1555,0916,916
991,16429095.792636,16360.876123011,792,160,0855,855
992,16431392.60426,16362.180668112,793,1534,0799,799
993,16428925.565436,16360.782228471,794,128,0976,976
994,16428924.508392,16360.782868145,795,98,1105,1105
995,16431381.163189,16362.173774409,796,1511,0690,690
996,16428908.423209,16360.774050359,797,69,1242,1242
997,16431403.413532,16362.184596687,798,1483,0589,589
998,16431420.827745,16362.192919818,799,1450,0496,496
999,16431419.82628,16362.191720127,800,1412,0411,411
1000,16431422.707328,16362.192022956,801,1374,0334,334
