X,Y,objectid,id_1,buff_dist,orig_fid,created_user,created_date,last_edited_user,last_edited_date,cid,st_area_shape_,st_length_shape_
-80.0354210355,40.4830527189,536,TS148,40,536,,,SDE,2015/08/11 14:08:41+00,479,0,0
-79.9776647248,40.4382342004,537,TS554,40,537,,,SDE,2015/08/11 14:08:37+00,221,0,0
-80.031718259,40.4764891047,538,TS150,40,538,,,SDE,2015/08/11 14:08:41+00,477,0,0
-79.8900208762,40.4559576588,539,TS552,40,539,,,SDE,2015/08/11 14:08:33+00,17,0,0
-80.0307335294,40.4621009767,540,TS564,40,540,,,SDE,2015/08/11 14:08:42+00,493,0,0
-79.9749469456,40.4562938562,541,TS437,40,541,,,SDE,2015/08/11 14:08:39+00,325,0,0
-79.9923246715,40.4218081877,542,TS46,40,542,,,SDE,2015/08/11 14:08:40+00,395,0,0
-79.9831150974,40.4516845121,543,TS628,40,543,,,SDE,2015/08/11 14:08:39+00,319,0,0
-80.0153482066,40.4560959414,544,TS595,40,544,,,SDE,2015/08/11 14:08:41+00,472,0,0
-79.9920341734,40.4416530202,545,TS91,40,545,,,SDE,2015/08/11 14:08:44+00,600,0,0
-80.0026998447,40.4416885229,546,TS301,40,546,,,SDE,2015/08/11 14:08:37+00,255,0,0
-79.9937373621,40.4218022119,547,TS613,40,547,,,SDE,2015/08/11 14:08:40+00,396,0,0
-79.8911085411,40.4531649485,548,TS133,40,548,,,SDE,2015/08/11 14:08:33+00,14,0,0
-80.0105956354,40.454717193,549,TS481,40,549,,,SDE,2015/08/11 14:08:41+00,471,0,0
-80.0170512057,40.4535430216,550,TS377,40,550,,,SDE,2015/08/11 14:08:41+00,465,0,0
-79.9250428258,40.4599541596,551,TS400,40,551,,,SDE,2015/08/11 14:08:39+00,352,0,0
-79.9151258203,40.4326237976,552,TS99,40,552,,,SDE,2015/08/11 14:08:35+00,107,0,0
-80.0287929042,40.4736515105,553,TS147,40,553,,,SDE,2015/08/11 14:08:41+00,476,0,0
-80.0201089003,40.4552003073,554,TS14,40,554,,,SDE,2015/08/11 14:08:41+00,464,0,0
-79.9444807669,40.4624485327,555,TS373,40,555,,,SDE,2015/08/11 14:08:39+00,344,0,0
-80.0013681471,40.435993336,556,TS636,40,556,,,SDE,2015/08/11 14:08:44+00,598,0,0
-79.9881361507,40.4440501352,557,TS89,40,557,,,SDE,2015/08/11 14:08:37+00,241,0,0
-79.953441584,40.4815903127,558,TS181,40,558,,,SDE,2015/08/11 14:08:39+00,357,0,0
-79.9670687295,40.4270815993,559,TS653,40,559,,,SDE,2015/08/11 14:08:40+00,373,0,0
-79.9967657258,40.4411051354,560,TS532,40,560,,,SDE,2015/08/11 14:08:38+00,309,0,0
-79.9462984081,40.4851582341,561,TS179,40,561,,,SDE,2015/08/11 14:08:39+00,363,0,0
-79.9293716239,40.4596819632,562,TS67,40,562,,,SDE,2015/08/11 14:08:39+00,349,0,0
-80.0406296912,40.44397319,563,TS222,40,563,,,SDE,2015/08/11 14:08:43+00,553,0,0
-79.9518459748,40.4489883952,564,TS261,40,564,,,SDE,2015/08/11 14:08:36+00,196,0,0
-79.9850568472,40.43854161,565,TS311,40,565,,,SDE,2015/08/11 14:08:37+00,218,0,0
-80.0101520186,40.4884487169,566,TS81,40,566,,,SDE,2015/08/11 14:08:42+00,487,0,0
-79.8891900136,40.4527255363,567,TS170,40,567,,,SDE,2015/08/11 14:08:33+00,13,0,0
-79.9938086955,40.4437879105,568,TS282a,40,568,,,Cartegraph,2015/08/15 00:24:53+00,520,0,0
-80.0002271645,40.4423330713,569,TS430a,40,569,,,Cartegraph,2015/08/15 00:28:43+00,293,0,0
-79.9944749885,40.4383075757,570,TS338a,40,570,,,Cartegraph,2015/08/15 00:26:36+00,518,0,0
-79.9730193182,40.4358170202,571,TS671,40,571,,,SDE,2015/08/11 14:08:44+00,608,0,0
-79.9336251189,40.4565297964,572,TS661,40,572,,,SDE,2015/08/11 14:08:44+00,605,0,0
-80.010859953,40.4471655077,573,TS602,40,573,,,SDE,2015/08/11 14:08:44+00,606,0,0
-79.9957772088,40.4343115516,574,TS408,40,574,,,SDE,2015/08/11 14:08:44+00,601,0,0
-79.8871606969,40.4869309066,575,TS584,40,575,,,SDE,2015/08/11 14:08:44+00,603,0,0
-79.9974844337,40.4430582435,576,TS429,40,576,,,SDE,2015/08/11 14:08:38+00,292,0,0
-79.9153543562,40.4536139741,577,TS93,40,577,,,SDE,2015/08/11 14:08:35+00,136,0,0
-79.9620709758,40.4391314171,578,TS297,40,578,,,SDE,2015/08/11 14:08:36+00,168,0,0
-79.9805619632,40.428758756,579,TS196,40,579,,,SDE,2015/08/11 14:08:40+00,379,0,0
-79.9866060718,40.3913310023,580,TS168,40,580,,,SDE,2015/08/11 14:08:40+00,405,0,0
-79.9613092269,40.4232547592,581,TS615,40,581,,,SDE,2015/08/11 14:08:43+00,545,0,0
-79.9228329774,40.4347536141,582,TS82,40,582,,,SDE,2015/08/11 14:08:35+00,117,0,0
-79.9972665787,40.4386899153,583,TS324,40,583,,,SDE,2015/08/11 14:08:38+00,265,0,0
-79.9531734935,40.4455737769,584,TS315,40,584,,,SDE,2015/08/11 14:08:36+00,185,0,0
-80.0198895137,40.4258249071,585,TS524,40,585,,,SDE,2015/08/11 14:08:41+00,438,0,0
-79.8985283819,40.4579059506,586,TS368,40,586,,,SDE,2015/08/11 14:08:33+00,26,0,0
-79.9452133529,40.4549697249,587,TS71,40,587,,,SDE,2015/08/11 14:08:37+00,213,0,0
-80.0095364031,40.4853318249,588,TS607,40,588,,,SDE,2015/08/11 14:08:43+00,560,0,0
-79.9592027808,40.4311358603,589,TS64,40,589,,,SDE,2015/08/11 14:08:35+00,137,0,0
-79.9556994015,40.4783472532,590,TS173,40,590,,,SDE,2015/08/11 14:08:39+00,359,0,0
-79.9223545661,40.4612162182,591,TS415,40,591,,,SDE,2015/08/11 14:08:34+00,82,0,0
-79.8988935578,40.4569709957,592,TS111,40,592,,,SDE,2015/08/11 14:08:33+00,25,0,0
-80.0073367102,40.4294658998,593,TS530,40,593,,,SDE,2015/08/11 14:08:41+00,439,0,0
-79.9507380332,40.4498004723,594,TS77,40,594,,,SDE,2015/08/11 14:08:36+00,197,0,0
-79.95929122,40.4721483354,595,TS666,40,595,,,SDE,2015/08/11 14:08:43+00,541,0,0
-80.0558577388,40.4377666746,596,TS244,40,596,,,SDE,2015/08/11 14:08:43+00,555,0,0
-79.9229838135,40.4380560697,597,TS333,40,597,,,SDE,2015/08/11 14:08:35+00,114,0,0
-79.9507398711,40.443908024,598,TS103,40,598,,,SDE,2015/08/11 14:08:36+00,187,0,0
-80.0345404656,40.4419846066,599,TS10,40,599,,,SDE,2015/08/11 14:08:41+00,447,0,0
-79.9551839285,40.4656515802,600,TS449,40,600,,,SDE,2015/08/11 14:08:39+00,335,0,0
-79.9519418305,40.4540304282,601,TS69,40,601,,,SDE,2015/08/11 14:08:37+00,205,0,0
-79.9467304681,40.4160176441,602,TS572,40,602,,,SDE,2015/08/11 14:08:35+00,93,0,0
-79.9731355988,40.4274059038,603,TS519,40,603,,,SDE,2015/08/11 14:08:40+00,389,0,0
-79.9387957759,40.4438816424,604,TS100,40,604,,,SDE,2015/08/11 14:08:36+00,149,0,0
-79.9864221975,40.4287498999,605,TS201,40,605,,,SDE,2015/08/11 14:08:40+00,382,0,0
-79.9249085052,40.4154485205,606,TS161,40,606,,,SDE,2015/08/11 14:08:35+00,97,0,0
-79.995818782,40.4424693685,607,TS527,40,607,,,SDE,2015/08/11 14:08:38+00,307,0,0
-79.8932303375,40.4868376556,608,TS599,40,608,,,SDE,2015/08/11 14:08:44+00,604,0,0
-79.9342489252,40.4483918153,609,TS4a,,609,Cartegraph,2015-08-15T00:14:34.000Z,SDE,2015/08/17 16:34:49+00,610,0,0
-80.0039818987,40.4411618846,610,TS326a,40,610,,,SDE,2015/08/18 14:56:18+00,267,0,0
-80.0031949997,40.449447,611,TS637,40,614,SDE,2015-09-04T13:54:18.000Z,SDE,2015/09/04 14:04:50+00,578,0,0
-79.9250870005,40.4592920003,612,TS685,40,617,SDE,2015-09-04T14:05:55.000Z,SDE,2015/09/04 14:06:06+00,352,0,0
-79.9982809995,40.4457840001,613,TS349,40,618,SDE,2015-09-04T14:06:17.000Z,SDE,2015/09/04 14:06:29+00,280,0,0
-80.0104360003,40.4478909997,614,TS647,40,612,SDE,2015-09-04T13:20:11.000Z,SDE,2015/09/04 14:05:44+00,587,0,0
-80.0230310004,40.4483579998,615,TS670,40,613,SDE,2015-09-04T13:53:56.000Z,SDE,2015/09/04 13:59:22+00,460,0,0
-79.9216660003,40.4603069997,616,TS677,40,616,SDE,2015-09-04T14:05:23.000Z,SDE,2015/09/04 14:05:32+00,64,0,0
-79.9870939999,40.4345240001,617,TS631,40,619,SDE,2015-09-04T14:06:39.000Z,SDE,2015/09/04 14:06:50+00,609,0,0
-79.9239479996,40.4602870002,618,TS678,40,615,SDE,2015-09-04T14:05:01.000Z,SDE,2015/09/04 14:05:12+00,64,0,0
-80.0122339999,40.4483790003,619,TS625,40,611,SDE,2015-09-04T13:17:07.000Z,SDE,2015/09/04 13:59:38+00,587,0,0
