OBJECTID_1,OBJECTID,TNODE_,LPOLY_,RPOLY_,LENGTH,STREETCL_,STREETCL_I,PREFIX,NAME,TYPE,SUFFIX,STREETNAME,ALTERNATEN,LLEFT,HLEFT,LRGT,HRGT,FROMSTREET,TOSTREET,OWNER,BELTWAY,MAJORRD,NO_LANES,CFCC,ONEWAY,STCL_CODE,UNIQUE_ID,ROUTE_ID,ROUTE_TYPE,LNK_ROUTE_,CITYWORKS,FACILITYID,LEGACYID,INSTALLDAT,WARRANTYDA,CONDITIOND,LOCATION
142,552,0,0,0,31738.4916279108,16030,3, ,Tarentum And Culmerville ,Rd, ,Tarentum And Culmerville Rd,"Tarentum-Culmerville Rd, Bakertown Rd",0,0,0,0, , ,County, , ,0, , ,1630,0,  3301-00,SNOW-MA,330100MA, ,81575, ,,,,Tarentum-Culmerville Rd
143,54,0,0,0,657.594049705896,29899,6, ,Lorish ,Rd, ,Lorish Rd,Lorish Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  6199-04,SNOW,619904, ,29899, ,,,,Mc Kees Rocks / Steubenville Pike
144,649,0,0,0,7017.10759201989,73366,22, ,Monroeville Trestle ,Rd, ,Monroeville Trestle Rd,Center Rd,0,0,0,0, , ,County,Orange,Yes,0, , ,1630,0,  3220-01,SNOW,322001, ,81569, ,,,,Monroeville Trestle Rd
145,650,0,0,0,10889.3430720541,73745,11, ,Crawford Run ,Rd, ,Crawford Run Rd,Crawford Run Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  3092-02,SNOW,309202, ,81570, ,,,,Crawford Run Rd
146,652,0,0,0,7067.87338505115,54208,4, ,Kittanning & Dorseyville ,Rd, ,Kittanning & Dorseyville Rd,Dorseyville Rd,0,0,0,0, , , ,Green,Yes,0, , ,1630,0,  2165-02,SNOW-MA,216502MA, ,81604, ,,,,Kittanning & Dorseyville Rd
147,653,0,0,0,13936.0425611325,54830,29, ,Kittanning & Dorseyville ,Rd, ,Kittanning & Dorseyville Rd,Dorseyville Rd,0,0,0,0, , , , ,Yes,0, , ,1630,0,  2165-01,SNOW-MA,216501MA, ,81608, ,,,,Kittanning & Dorseyville Rd
148,654,0,0,0,413.774655850353,52510,51631008, ,Crane ,Rd, ,Crane Ave,Crane Ave,0,0,0,0,Banksville Rd,East Entry Dr,County, ,Yes,2,A31,n,0,18441,  6091-02,SNOW-MA-ALCO,609102, ,81856, ,,,,Crane Rd
149,655,0,0,0,4677.14448095209,11675,51630984, ,Crane ,Rd, ,Crane Ave,"Crane Ave, Carnahan Rd",1107,1199,1108,1198,Oakville Dr,Elm Spring Dr,County, ,Yes,2,A31,n,0,18022,  6091-01,SNOW-MA-ALCO,609101, ,11675, ,,,,Crane Rd
150,37,0,0,0,8170.7477632577,25173,174, ,Bellevue ,Rd, ,Bellevue Rd,Bellevue Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  1025-00,SNOW,102500, ,25173, ,,,,Bellevue Rd
151,33,0,0,0,6613.28207918528,22865,41, ,Thompson Run Extension ,Rd, ,Thompson Run Extension Rd,Vilsack Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  2304-00,SNOW-MA,230400MA, ,22865, ,,,,Thompson Run Ext Conn Rd
152,38,0,0,0,2487.30052993904,25356,151, ,Cornell ,Ave, ,Cornell Ave,Cornell Ave,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  1089-00,SNOW,108900, ,25356, ,,,,Center Ave
153,39,0,0,0,7219.81034932468,25930,52, ,Cemetery ,Ln, ,Cemetery Ln,Cemetery Ln,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  1066-00,SNOW,106600, ,25930, ,,,,Cemetery Ln
154,40,0,0,0,2093.63486446452,27104,85, ,Evergreen ,Rd, ,Evergreen Rd Loop,"Evergreen Rd, Loop",0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  2119-04,SNOW-MA,211904MA, ,27104, ,,,,"Evergreen Rd, Loop"
155,41,0,0,0,5918.25598115756,27454,38, ,Renton ,Rd, ,Renton Rd,Renton Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  3258-00,SNOW-MA,325800MA, ,27454, ,,,,Renton Rd
156,43,0,0,0,6591.2079305337,27829,33, ,Spring Garden ,Rd, ,Spring Garden Rd,Spring Garden Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  2286-00,SNOW-MA,228600MA, ,27829, ,,,,Spring Garden Rd
157,44,0,0,0,5652.18625549003,27977,18, ,Hoffman ,Rd, ,Hoffman Rd,Hoffman Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  2146-00,SNOW-MA,214600MA, ,27977, ,,,,Hoffman Rd
158,45,0,0,0,4609.03362413485,28258,52, ,Friday ,Rd, ,Friday Rd,Friday Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  2131-00,SNOW-MA,213100MA, ,28258, ,,,,Friday Rd
159,,0,0,0,128.489489649522,70956,, ,Haymaker ,Rd, ,Haymaker Rd,Haymaker Rd,0,0,0,0, , , , , ,0, , ,1630,0,  3142-03,,,,,,,,,
160,,0,0,0,744.861561476374,73684,, ,Wall ,Rd, ,Wall Rd,Wall Ave,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  4223-00,,,,,,,,,
161,47,0,0,0,7428.17938776301,28550,50, ,Mckees Rocks And Forrest Grv ,Rd , ,Mckees Rocks And Forrest Grv Rd ,Forest Grove Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  6197-01,SNOW,619701, ,28550, ,,,,Mc Kees Rocks / Forest Grove Rd
162,48,0,0,0,3705.50700076558,28578,28, ,Mckees Rocks And Forrest Grv ,Rd , ,Mckees Rocks And Forrest Grv Rd ,Pine Hollow / Forest Grove Rd,0,0,0,0, , ,County, ,Yes,0, , ,1620,0,  6197-02,SNOW,619702, ,28578, ,,,,Mc Kees Rocks / Forest Grove Rd
163,159,0,0,0,1100.01091747239,72020,30, ,Babcock Blvd ,Ramp, ,Babcock Blvd Ramp,Babcock Blvd ,0,0,0,0, , ,County, , ,0, , ,1660,0,  2008-02,SNOW,200802, ,72020, ,,,,Babcock Blvd Ramp
164,161,0,0,0,3909.06213731158,72627,51630837, ,Mattern ,Rd, ,Mattern Rd,McMonagle Ave,0,0,2360,2450,N Meadowcroft Ave,City Limit,County, ,Yes,2,A31,n,0,20571,  6193-00,SNOW-MA-ALCO, , ,72627, ,,,,Mattern Rd/ Mc Monagle Ave
165,162,0,0,0,4059.69602467465,72657,75, ,Hope Hollow ,Rd, ,Hope Hollow Rd,Hope Hollow Rd,0,0,0,0, , ,County,Yellow,Yes,0, , ,1630,0,  6150-00,SNOW,615000, ,72657, ,,,,Hope Hollow Rd
166,14,0,0,0,2770.11223676512,17155,11, ,Babcock (Old Loop),Blvd, ,Babcock (Old Loop)Blvd,Old Babcock Blvd (Loop),0,0,0,0, , ,County, , ,0, , ,1630,0,  2008-05,SNOW,200805, ,17155, ,,,,Babcock Blvd (Old Loop)
167,15,0,0,0,2775.08183337518,17204,5, ,Mckinney ,Rd, ,Mckinney Rd,McKinney Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  1201-02,SNOW,120102, ,17204, ,,,,McKinney Rd
168,,0,0,0,460.916632749828,17050,, ,Mckinney ,Rd, ,Mckinney Rd,McKinney Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  1201-01,,,,,,,,,
169,141,0,0,0,4406.25230326996,66055,37, ,Millers Grove & Clairton ,Rd, ,Millers Grove & Clairton Rd,Worthington Ave,0,0,0,0, , ,County, , ,0, , ,1630,0,  4211-03,SNOW,421103, ,66055, ,,,,Millers Grove & Clairton Rd
170,16,0,0,0,5645.98572381529,17436,9, ,Brackenridge & Natrona ,Rd, ,Brackenridge & Natrona Rd,River Ave,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  3035-00,SNOW,303500, ,17436, ,,,,Brackinridge & Natrona Rd
171,17,0,0,0,6627.2668838131,17758,8, ,Camp Meeting,Rd, ,Camp Meeting Rd Extension,"Camp Meeting Rd, Ext",0,0,0,0, , ,County, , ,0, , ,1630,0,  1062-00,SNOW,106200, ,17758, ,,,,"Camp Meeting Rd, Ext"
172,20,0,0,0,9997.39727280082,19127,49, ,Ingomar ,Rd, ,"Ingomar Rd, Highland branch",Highland Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  1158-02,SNOW,115802, ,19127, ,,,,"Ingomar Rd, Highland Branch"
173,21,0,0,0,4341.37335678127,20215,29, ,Blackburn ,Rd, ,Blackburn Rd Branch,Blackburn Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  1031-02,SNOW,103102, ,20215, ,,,,"Blackburn Rd, Branch"
174,191,0,0,0,7397.38851527367,73686,7, ,Wilmerding And Monroeville ,Rd, ,Wilmerding And Monroeville Rd,Patton St,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  3339-00,SNOW-MA,333900MA, ,73686, ,,,,Wilmerding & Monroeville Rd
175,192,0,0,0,7271.25622535099,73745,11, ,Crawford Run ,Rd, ,Crawford Run Rd,Crawford Run Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  3092-01,SNOW-MA,309201MA, ,73745, ,,,,Crawford Run Rd
176,194,0,0,0,17648.7300602215,73847,14, ,Camp Meeting ,Rd, ,Camp Meeting Rd,Camp Meeting Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  1061-00,SNOW,106100, ,73847, ,,,,Camp Meeting Rd
177,629,0,0,0,6950.06117843777,20896,107, ,McIntyre ,Rd, ,McIntyre Rd,McIntyre Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  2573-00,SNOW,257300, ,81499, ,,,,Mc Intyre Rd
178,630,0,0,0,3705.45680616345,20022,2, ,Babcock ,Blvd, ,Babcock Blvd,Babcock Blvd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  2008-03,SNOW,200803, ,81501, ,,,,Babcock Blvd
179,631,0,0,0,9229.04231810197,15346,15, ,Brush Creek ,Rd, ,Brush Creek Rd,Brush Creek Rd/ Thorn Hill Rd,0,0,0,0, , ,County, , ,0, , ,1620,0,  1052-00,SNOW,105200, ,81504, ,,,,Brush Creek Rd
180,635,0,0,0,963.565939955924,0,0, ,Baldwin ,Rd, ,Baldwin Rd,Baldwin Rd,0,0,0,0, , , , , ,0, , ,0,0,  6014-02,SNOW,601402, ,81522, ,,,,Baldwin Rd
181,636,0,0,0,2627.61989185726,73080,11, ,Campbells Run ,Rd, ,Campbells Run Rd,Campbells Run Rd,0,0,0,0, , ,County,Yellow,Yes,0, , ,1630,0,  6072-01,SNOW,607201, ,81529, ,,,,Campbells Run Rd
182,638,0,0,0,9100.7889563531,72997,31, ,Old Neville ,Rd, ,Old Neville Rd,Grand Ave,0,0,0,0, , ,County, ,Yes,0, , ,1620,0,  6230-02,SNOW,623002, ,81541, ,,,,"Neville Rd, Old"
183,82,0,0,0,11847.9437202279,43225,32, ,Brownsville ,Rd, ,Brownsville Rd,Brownsville Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5050-01,SNOW,505001, ,43225, ,,,,Brownsville Rd
184,83,0,0,0,5543.38011411062,44049,149, ,Lincoln & Versailles ,Rd, ,Lincoln & Versailles Rd,O'Neil Blvd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  4180-00,SNOW-MA,418000MA, ,44049, ,,,,Lincoln & Versailles Rd/ O Neil Blvd
185,84,0,0,0,758.741220278388,44908,138, ,Dravosburg Bridge Ramp,, ,Dravosburg Bridge Ramp,Elizabeth Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  5103-04,SNOW,510304, ,44908, ,,,,Dravosburg Bridge Ramp/ Richland Ave
186,85,0,0,0,1723.11572274168,44965,139, ,Dravosburg Bridge Ramp,, ,Dravosburg Bridge Ramp,"Elizabeth Rd, Curry Hollow rd",0,0,0,0, , ,County, , ,0, , ,1630,0,  5103-01,SNOW,510301, ,44965, ,,,,Dravosburg Bridge Ramp/ Elizabeth Rd
187,86,0,0,0,3382.71285735856,45651,14, ,"Bethel Rd, Washington Branch",, ,"Bethel Rd, Washington Branch",Fort Couch Rd,0,0,0,0, , ,County, ,Yes,0, , ,1620,0,  5028-02,SNOW,502802, ,45651, ,,,,"Bethel Rd, Washington Branch"
188,87,0,0,0,12972.0981027645,45976,59, ,Eden Park ,Blvd, ,Eden Park Blvd,"Eden Park Blvd, Hartman St.",0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  4572-00,SNOW-MA,457200MA, ,45976, ,,,,Eden Park Blvd
189,0,0,0,0,1769.609801751,0,0, ,Brownsville ,Rd, ,Brownsville Rd,Old Brownsville Rd,0,0,0,0, , , , , ,0, , ,0,0,  5050-04, , , , , ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z, 
190,554,0,0,0,3642.66503910599,49088,17, ,McConkey ,Rd, ,McConkey Rd,McConkey Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  5194-00,SNOW,519400, ,49088, ,,,,Mc Conkey Rd
191,91,0,0,0,9176.47744239583,47020,18, ,East Park ,Dr, ,East Park Dr,East Park Dr,0,0,0,0, , , , , ,0, , ,1630,0,  5110-00,SNOW,511000, ,47020, ,,,,East Park Dr
192,154,0,0,0,453.73816595396,70074,26, ,Old Ridge ,Rd, ,Old Ridge Rd,Ridge Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  5261-00,SNOW,526100, ,70074, ,,,,Ridge Rd
193,,0,0,0,848.028250552289,78991,, ,Fifth ,St, ,Fifth St,Fifth St,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5347-00,,,,,,,,,
194,88,0,0,0,8560.27561141163,46331,105, ,Brightwood ,Rd, ,Brightwood Rd,Brightwood Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5043-00,SNOW,504300, ,46331, ,,,,Brightwood Rd
195,89,0,0,0,12573.0632139602,46611,86, ,Millers Grove & Old Clairton ,Rd, ,Millers Grove & Old Clairton Rd,Old Clairton Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5211-01,SNOW,521101, ,46611, ,,,,Millers Grove / Old Clairton Rd
196,90,0,0,0,1109.32962079553,46865,1, ,"Bethel Rd, Washington branch",, ,"Bethel Rd, Washington branch",Fort Couch Rd,0,0,0,0, , ,County, ,Yes,0, , ,1620,0,  5028-03,SNOW,502803, ,46865, ,,,,"Bethel Rd, Washington Branch"
197,575,0,0,0,1314.15988993814,23928,34, ,Glen ,Ave, ,Glen Ave (PSC),Glenn Ave ,0,0,0,0, , ,County, , ,0, , ,1630,0,  2137-02,SNOW-MA,213702MA, ,80407, ,,,,Glenn Ave
198,577,0,0,0,2408.09056451085,12481,51650881, ,Browns Hill ,Rd, ,Browns Hill Rd,Browns Hill Rd,4536,4538,4537,4537,Old Browns Hill Rd,Imogene Rd,County,Blue,Yes,4,A31,n,0,19190,  3047-01,SNOW,304701, ,80421, ,,,,Browns Hill Rd
199,578,0,0,0,7538.76719926223,56055,45, ,Mount Carmel ,Rd, ,Mount Carmel Rd,Mt Carmel Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  3224-00,SNOW,322400, ,80428, ,,,,Mt Carmel Rd
200,579,0,0,0,507.696744733079,78973,112, ,Wilmerding & East McKeesport ,Rd, ,Wilmerding & East McKeesport Rd,Fifth Ave,0,0,0,0, , , , ,Yes,0, , ,1630,0,  4338-01,SNOW,433801, ,80429, ,,,,Wilmerding & E. McKeesport Rd
201,582,0,0,0,2477.74041128543,28606,205, ,Mccoy ,Rd, ,Mccoy Rd,Mccoy Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  6196-02,SNOW-MA,619602MA, ,80435, ,,,,Mccoy Rd
202,583,0,0,0,2467.56724865049,28606,205, ,Mccoy ,Rd, ,Mccoy Rd,Mccoy Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  6196-03,SNOW-MA,619603MA, ,80436, ,,,,Mccoy Rd
203,584,0,0,0,1302.67801857429,62179,29, ,Brownsville ,Rd, ,Brownsville Rd,Brownsville Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5050-05,SNOW,505005, ,80571, ,,,,Brownsville Rd
204,585,0,0,0,6490.14623527165,48235,20, ,Brownsville ,Rd, ,Brownsville Rd,Brownsville Rd,0,0,0,0, , ,County, , ,0, , ,1620,0,  5050-02,SNOW,505002, ,80579, ,,,,Brownsville Rd
205,130,0,0,0,1551.13359616435,61187,96, ,Anges ,St, ,Anges St,Agnes St,0,0,0,0, , , , , ,0, , ,1630,0,  6356-00,SNOW-MA,635600MA, ,61187, ,,,,Agnes St
206,131,0,0,0,376.664394436984,62376,76, ,Dravosburg bridge Ramp,, ,Dravosburg bridge Ramp,Bridge Ramp,0,0,0,0, , ,County, , ,0, , ,1660,0,  5103-03,SNOW,510303, ,62376, ,,,,Dravosburg Bridge Ramp/ Euclid Ave
207,660,0,0,0,14916.7156570878,73440,6, ,Haymaker ,Rd, ,Haymaker Rd,Haymaker Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  3142-02,SNOW,314202, ,73440, ,,,,Haymaker Rd
208,660,0,0,0,1318.23091593326,73440,6, ,Haymaker ,Rd, ,Haymaker Rd,Haymaker Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  3142-01,SNOW,314201, ,73440, ,,,,Haymaker Rd
209,72,0,0,0,3102.14680057206,40449,225, ,Wilmerding ,Rd, ,Wilmerding Rd,Santos-Morelle-Ice Plant Hill E. MCK,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  4341-00,SNOW,434100, ,40449, ,,,,Wilmerding Rd
210,634,0,0,0,294.854796749679,0,0, ,Painters Run ,Rd, ,Painters Run Rd,Old Painters Run Rd,0,0,0,0, , , , , ,0, , ,0,0,  6242-04,SNOW,624204, ,81521, ,,,,Painters Run Rd
211,132,0,0,0,1263.1625447164,63130,44, ,McCorkle ,Rd, ,McCorkle Rd,McCorkle Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5195-01,SNOW,519501, ,63130, ,,,,Mc Conkey Rd
212,133,0,0,0,9525.81947189359,63796,51649673, ,Becks Run ,Rd, ,Becks Run Rd,Becks Run Rd,0,0,0,0,Fagel St,E Carson St,County,Blue, ,0,A31,n,0,19519,  5024-01,SNOW-MA-ALCO,502401, ,63796, ,,,,Becks Run Rd
213,135,0,0,0,602.589742504215,63928,112, ,Dravosburg Bridge Ramp,, ,Dravosburg Bridge Ramp,Bridge Ramp,0,0,0,0, , ,County, , ,0, , ,1660,0,  5103-02,SNOW,510302, ,63928, ,,,,Dravosburg Bridge Ramp
214,136,0,0,0,9715.08015019345,64211,62, ,Beatty ,Rd, ,Beatty Rd,Beatty Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  3018-00,SNOW-MA,301800MA, ,64211, ,,,,Beatty Rd
215,107,0,0,0,9634.9928848482,51858,1, ,Elizabeth,Rd, ,ElizabethRd,Roberts Hollow Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  4112-00,SNOW,411200, ,51858, ,,,,Elizabeth Rd/ Roberts Hollow Rd
216,109,0,0,0,9483.53680995502,51903,3, ,Pangburn Hollow ,Rd, ,Pangburn Hollow Rd,Monogahela & Elizabeth Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  4243-01,SNOW,424301, ,51903, ,,,,Pangburn Hollow Rd
217,110,0,0,0,11403.5551400901,51909,1, ,State ,Rd, ,State Rd,Pineview Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  4290-00,SNOW,429000, ,51909, ,,,,State Rd/ Pineview Rd
218,111,0,0,0,5973.02941446982,51977,6, ,Finleyville-Wall ,Rd, ,Finleyville-Wall Rd,Wall Rd,0,0,0,0, , ,County, , ,0, , ,1620,0,  4565-00,SNOW,456500, ,51977, ,,,,Finleyville-Wall Rd
219,112,0,0,0,755.834612745503,52509,51631022, ,Crane ,Rd, ,Crane Ave,Crane Ave,0,0,0,0,County/City Maintenance,Banksville Rd,County, ,Yes,2,A31,n,0,18104,  6091-03,SNOW-MA-ALCO,609103, ,52509, ,,,,Crane Rd
220,113,0,0,0,18297.8305572642,53174,47, ,Bairdsford ,Rd, ,Bairdsford Rd,Bairdsford Rd,0,0,0,0, , ,County,Orange,Yes,0, , ,1630,0,  2009-00,SNOW-MA,200900MA, ,53174, ,,,,Bairdsford Rd
221,62,0,0,0,7506.95884560608,32199,15, ,Baldwin ,Rd, ,Baldwin Rd,Baldwin Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  6014-01,SNOW,601401, ,32199, ,,,,Baldwin Rd
222,63,0,0,0,541.099110793952,33179,70, ,Rosslyn Farms ,Rd, ,Rosslyn Farms Rd,Kings Highway,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  6268-00,SNOW,626800, ,33179, ,,,,Rosslyn Farms Rd
223,64,0,0,0,1379.70032780516,33516,42, ,Old Campbells Run ,Rd , ,Old Campbells Run Rd ,Old Campbells Run Rd,0,0,0,0, , ,County, , ,0, , ,1640,0,  6072-05,SNOW,607205, ,33516, ,,,,Campbells Run Rd
224,571,0,0,0,340.56925166329,30376,1, ,Airport ,Dr, ,Airport Dr,"Enlow Rd, Old Rt. 978",0,0,0,0, , ,County, , ,0, , ,1630,0,  6347-02,SNOW-MA,634702MA, ,80401, ,,,,Airport Dr
225,571,0,0,0,3984.68280853163,30376,1, ,Airport ,Dr, ,Airport Dr,"Enlow Rd, Old Rt. 978",0,0,0,0, , ,County, , ,0, , ,1630,0,  6347-01,SNOW-MA,634701MA, ,80401, ,,,,Airport Dr
226,65,0,0,0,11230.6203843874,33702,23, ,Monroeville ,Blvd, ,Monroeville Blvd,Monroeville Blvd,0,0,0,0, , ,County, ,Yes,0, , ,1620,0,  3218-00,SNOW,321800, ,33702, ,,,,Monroeville Blvd
227,68,0,0,0,805.259092777229,37017,20, ,Haymaker Extension , Rd, ,Haymaker Extension  Rd,Haymaker Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,3142-05,SNOW-MA,314205, ,37017, ,,,,"Haymaker Rd, Old Loop"
228,164,0,0,0,5539.65872436658,72721,10, ,Lebanon Church Extension ,Rd, ,Lebanon Church Extension Rd,"Old Lebanon Church Rd, Regis Ave",0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5173-02,SNOW,517302, ,72721, ,,,,Lebanon Church Extension Rd/ Regis Ave
229,153,0,0,0,299.322838105596,70072,12, ,Old Curry Hollow ,Rd, ,Old Curry Hollow Rd,Phillippe St,0,0,0,0, , ,County, , ,0, , ,1630,0,  5095-02,SNOW,509502, ,70072, ,,,,"Curry Hollow Rd, Old/ Phillippe St"
230,608,0,0,0,1522.76091197169,41148,89, ,Vanadium ,Rd, ,Vanadium Rd,"Montgomery Ave, Vanadium Rd",0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  6318-02,SNOW,631802, ,81157, ,,,,Vanadium Rd
231,609,0,0,0,4586.38255061802,0,0, ,Clever ,Rd, ,Clever Rd,Clever Rd,0,0,0,0, , , , , ,0, , ,0,0,  6071-03,SNOW,607103, ,81160, ,,,,Clever Rd
232,611,0,0,0,12903.7471079561,73532,37, ,Churchill ,Rd, ,Churchill Rd,Churchill Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  3070-00,SNOW-MA,307000MA, ,81162, ,,,,Churchill Rd
233,612,0,0,0,29892.693899595,72888,24, ,Middle ,Rd, ,Middle Rd,Middle Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  2309-01,SNOW,230901, ,81163, ,,,,Middle Rd
234,613,0,0,0,6953.1828578621,72888,24, ,Middle ,Rd, ,Middle Rd,Middle Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  2309-04,SNOW,230904, ,81165, ,,,,Middle Rd
235,615,0,0,0,1186.62450900871,74798,284, ,Rankin Bridge Approach N. Side,, ,Rankin Bridge Approach N. Side,Rankin Bridge Approach North Side,0,0,0,0, , , , ,Yes,0, , ,1660,0,  3352-00,SNOW,335200, ,81173, ,,,,Rankin Bridge Approach North Side
236,137,0,0,0,2195.61038984028,64735,5, ,Station Hill ,Rd, ,Station Hill Rd,Station Hill Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  2011-00,SNOW,201100, ,64735, ,,,,Station Hill Rd
237,138,0,0,0,1101.77560404572,64890,25, ,Lowries Run/ Mt. Nebo (loop) ,Rd, ,Lowries Run/ Mt. Nebo (loop) Rd,Roosevelt Extension,0,0,0,0, , ,County, , ,0, , ,1630,0,  1190-02,SNOW,119002, ,64890, ,,,,Lowries Run/Mount Nebo Rd
238,139,0,0,0,4024.01433090555,65749,60, ,Horning ,Rd, ,Horning Rd,Curry Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5152-00,SNOW,515200, ,65749, ,,,,Horning Rd/ Curry Rd
239,140,0,0,0,448.109721303401,65799,70, ,"Bethel Rd, Hillcrest",, ,"Bethel Rd, Hillcrest",Bethel Church Rd,0,0,0,0, , , , , ,0, , ,1630,0,  5028-04,SNOW,502804, ,65799, ,,,,"Bethel Rd, Hillcrest"
240,142,0,0,0,13865.1227952342,66283,36, ,Troy Hill ,Rd, ,Troy Hill Rd,Mt Troy Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  2312-02,SNOW-MA,231202MA, ,66283, ,,,,Mt Troy Rd
241,143,0,0,0,1258.20405015443,66424,104, ,West View ,Ave, ,West View Ave,West View Ave,0,0,0,0, , ,County, , ,0, , ,1630,0,  2350-00,SNOW,235000, ,66424, ,,,,West View Ave
242,172,0,0,0,5868.88595822918,72835,26, ,Steubenville Pike / Enlow ,Rd, ,Steubenville Pike / Enlow Rd,Cliff Mine Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  6293-02,SNOW,629302, ,72835, ,,,,Steubenville Pike / Enlow Rd
243,173,0,0,0,11137.0572507904,72887,22, ,Middle ,Rd, ,Middle Rd,Middle Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  2309-02,SNOW-MA,230902MA, ,72887, ,,,,Middle Rd
244,174,0,0,0,4238.62862022282,72900,31, ,Natrona ,Rd, ,Natrona Rd,Spring Hill Rd,0,0,0,0, , ,County, ,Yes,0, , ,1620,0,  3229-00,SNOW,322900, ,72900, ,,,,Natrona Rd/Spring Hill
245,175,0,0,0,1705.80871661987,73048,20, ,Campbells Run ,Rd, ,Campbells Run Rd,Campbells Run Rd Extension,0,0,0,0, , ,County,Yellow,Yes,0, , ,1630,0,  6072-08,SNOW,607208, ,73048, ,,,,Campbells Run Rd
246,176,0,0,0,8543.49989229743,73098,51654984, ,West Run ,Rd, ,West Run Rd,West Run Rd,0,0,0,0,Kinley Ave,Lougean Ave,County, ,Yes,2,A31,n,0,22637,  5332-02,SNOW,533202, ,73098, ,,,,West Run Rd
247,177,0,0,0,5367.30779972244,73116,21, ,West Run ,Rd, ,West Run Rd,"Forrest Ave, West Run Rd",0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5332-01,SNOW,533201, ,73116, ,,,,West Run Rd
248,178,0,0,0,1248.69526582754,73134,76, ,W.Run/Homestead-Duquesne Conn ,Rd, ,W.Run/Homestead-Duquesne Conn Rd,22nd Ave Extension,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5331-00,SNOW,533100, ,73134, ,,,,West Run / Homestead Duquesne Conn Rd
