FID,AREA,PERIMETER,WOODLAND_,WOODLAND_I,NATURE_COD,Shape_Leng,Shape_Area,Acres
13992,66328.539047,1377.02425297,13143,750,310,1377.02420674,66328.5430742,1.52269991711
13993,270249.797606,4806.67209875,13800,1853,310,4806.67199265,270249.808387,6.20410673529
13994,424480.065024,2562.30513212,13144,1631,310,2562.30511538,424480.06029,9.7447602896
13995,10566.58,513.001244058,13801,2246,310,513.001284365,10566.584339,0.242576368354
13996,59733.942422,1448.25567804,13145,1651,310,1448.25558859,59733.9432829,1.37130813176
13997,34708.768688,932.397523813,13146,731,310,932.397404051,34708.7767504,0.796807061202
13998,59946.7326321,1302.10023631,13147,705,310,1302.10022717,59946.7343807,1.37619316273
13999,3782339.12028,23632.9382502,13148,653,310,23632.938224,3782339.08243,86.830904771
14000,55007.6659975,1328.27898788,13149,690,310,1328.27892978,55007.6760934,1.26280753271
11001,101380.299135,1931.37823485,11698,164,310,1931.37823615,101380.298193,2.32738070973
11002,49447.225355,1116.01061405,11699,149,310,1116.01062799,49447.2261002,1.13515665495
11003,256039.258075,4291.07541766,11700,1371,310,4291.07528737,256039.259192,5.87787611001
11004,302534.180764,5444.76827579,11701,147,310,5444.76817399,302534.204063,6.94525744269
11005,1040970.02769,11809.3690329,11702,1009,310,11809.369103,1040970.06211,23.8974799358
11006,2776007.81973,19796.3420941,11703,0,0,19796.3420258,2776007.84521,63.7286260163
11007,100538.632413,1551.16412937,11704,729,310,1551.16412303,100538.627443,2.30805853074
11008,46509.5309165,1166.48683243,11705,1358,310,1166.48676523,46509.5244477,1.06771603504
11009,150911.39677,3614.18198785,11706,6278,0,3614.18186105,150911.405464,3.46446301909
11010,237068.395378,4015.24102068,11707,89,310,4015.24106886,237068.38966,5.44236312985
11011,149378.52,2682.38184272,11708,230,310,2682.38179916,149378.525909,3.42927280591
11012,51570.0619225,1237.51666391,11709,1182,310,1237.51665993,51570.0632593,1.18389048531
11013,572455.221568,5880.23298339,11710,90,310,5880.23285668,572455.250623,13.1418168148
11014,81353.2375795,1777.35626098,11711,357,310,1777.35635443,81353.2564851,1.86762125572
11015,61882.5138305,1365.10320364,11712,2264,310,1365.10332696,61882.5066465,1.42063255687
11016,208767.5136,2303.27508189,11713,214,310,2303.27499686,208767.511261,4.79266176155
11017,94381.4333075,1614.22319079,11714,731,310,1614.22312367,94381.4388234,2.16670836433
11018,189800.059678,2661.93725762,11715,1357,310,2661.93730279,189800.076825,4.35722764066
11019,90017.56,2869.97350741,11716,201,310,2869.97352207,90017.5613044,2.06652712065
11020,13875.125686,1112.36049846,11717,185,310,1112.36055615,13875.1305148,0.318530441128
11021,217741.447438,3580.16555353,11718,173,310,3580.16554353,217741.440557,4.99867565484
11022,84592.337144,3902.26645683,11719,1476,310,3902.26633708,84592.3462924,1.9419808233
11023,2991301.46157,19282.2110099,11720,2520,310,19282.2112708,2991301.45454,68.6711069739
11024,64139.4974115,1111.20850871,11721,1192,310,1111.20853944,64139.5000101,1.47244620222
11025,696288.407065,4907.71199354,11722,733,310,4907.71203855,696288.428082,15.9846467687
11026,20833.324896,930.414360706,11723,258,310,930.414254236,20833.3158852,0.478269036243
11027,71107.495295,3052.19734162,11724,2993,310,3052.19740466,71107.4943025,1.6324099801
11028,147018.223264,3731.02941209,11725,161,310,3731.02938584,147018.232456,3.37508770731
11029,2092568.15132,13140.471477,11726,1359,310,13140.4712456,2092568.19427,48.0389477633
11030,1579656.49493,15119.1120443,11727,184,310,15119.1119736,1579656.50094,36.2640684019
11031,312105.755545,4728.37942461,11728,268,310,4728.37933861,312105.743764,7.164990638
11032,118328.069933,1531.20621671,11729,266,310,1531.20616463,118328.077029,2.71644973239
11033,115084.860466,2625.40219223,11398,1345,310,2625.40206463,115084.823446,2.64199457729
11034,8915.1927045,506.835935983,11730,2267,310,506.83598153,8915.19435799,0.204665519258
11035,76394.0806045,2005.39083014,11731,1585,310,2005.39085316,76394.0749952,1.75377365869
11036,11566.7678255,934.605945368,11732,2256,310,934.605931175,11566.7709102,0.265537584421
11037,290.037271998,70.0907171569,11399,2573,310,70.090841386,290.038164338,0.00665838669638
11038,77263.457702,1517.29149477,11733,94,310,1517.29148843,77263.4595972,1.77373206272
11039,54361.133318,1595.6685385,11734,1193,310,1595.66847401,54361.1274568,1.247964759
11040,47873.557633,1433.67775134,11400,952,310,1433.67764885,47873.5575767,1.09903005215
11041,35389.7977835,1592.46399554,11735,2992,310,1592.4640871,35389.7920503,0.812441083789
11042,102410.583366,2282.41180307,11736,159,310,2282.41176461,102410.607189,2.35103344427
11043,701740.993699,6031.6057217,11401,312,310,6031.60559674,701740.99143,16.1098209
11044,88461.151894,1924.97583514,11737,356,310,1924.97574621,88461.1574531,2.03079686177
11045,187055.181143,1963.33267462,11738,727,310,1963.33262603,187055.182404,4.29421328344
11046,439886.496267,4749.33459895,11798,92,310,4749.33466003,439886.492239,10.0984447151
11047,708278.699076,7577.58472664,11739,1485,310,7577.58467773,708278.715788,16.2599069998
11048,2701.003315,213.826582748,11402,80,310,213.82656594,2701.00337204,0.0620067533536
11049,84385.8418939,3325.85550373,11498,1358,310,3325.85541693,84385.8307455,1.93723985973
11050,344857.507326,3351.74366585,11740,2494,310,3351.743563,344857.496365,7.91687042698
11051,13251.932364,607.963086654,11403,1377,310,607.963059196,13251.9338429,0.304223756906
11052,239202.09294,4897.55467367,11499,979,310,4897.55475306,239202.078187,5.49134607433
11053,110277.069735,3081.69976679,11298,951,310,3081.69973716,110277.064305,2.53162317298
11054,889824.25217,5699.42906991,11799,720,310,5699.42902115,889824.261083,20.4276359135
11055,42250.0799245,1510.64523381,11404,1334,310,1510.64521817,42250.0790191,0.969932231863
11056,6183.45003251,531.995228469,11741,2986,310,531.995169332,6183.44370969,0.141952902744
11057,554007.904956,7079.44147398,11742,345,310,7079.44161362,554007.902513,12.7183222808
11058,860523.003534,6044.55982299,11500,335,310,6044.55989227,860523.008459,19.7549690211
11059,51178.70515,1370.9718934,11299,1762,310,1370.97193124,51178.7123027,1.17490626763
11060,231551.613615,3156.86933522,11300,0,0,3156.86935349,231551.608921,5.31571476424
11061,106581.0262,3172.98212823,11743,205,310,3172.98217903,106581.012871,2.44677316796
11062,21998.704132,737.575459672,11800,1352,310,737.575453987,21998.7113606,0.505022942051
11063,66404.682562,2257.60440229,11405,113,310,2257.60435667,66404.6790617,1.52444776587
11064,38678.250939,1490.91604179,11744,1477,310,1490.91606303,38678.2564608,0.887934140823
11065,113452.878324,3785.74168645,11501,0,0,3785.74168981,113452.862565,2.60452976074
11066,19401.7738215,860.839430599,11801,723,310,860.83950041,19401.7739261,0.445405223449
11067,36118.84,1108.87957151,11745,189,310,1108.8794456,36118.8325509,0.829177617691
11068,197336.430125,4648.17633739,11301,132,310,4648.17626764,197336.425005,4.53023908065
11069,120952.95076,2825.51008462,11802,310,310,2825.51007996,120952.945862,2.77670867022
11070,66265.704465,1127.44696531,11746,1429,310,1127.44694847,66265.7087414,1.52125743354
11071,639685.776829,4378.45150722,11502,2561,310,4378.45149697,639685.785087,14.6852236877
11072,169009.625,2108.06885408,11302,154,310,2108.06876988,169009.623889,3.87994260628
11073,45212.326151,1559.3427396,11803,68,310,1559.34266969,45212.3257583,1.03793633168
11074,53920.7423715,1391.94551702,11406,1764,310,1391.94554756,53920.7389726,1.23785479009
11075,81023.6487785,1481.50919858,11503,142,310,1481.50918875,81023.6488832,1.8600544761
11076,1295397.40679,7962.55235715,11804,309,310,7962.55257571,1295397.40663,29.7383514287
11077,14191.8087755,591.233113741,11747,1347,310,591.233140148,14191.8193473,0.325800645425
11078,40823.452481,990.831893175,11407,1347,310,990.831861326,40823.4611793,0.937181461747
11079,979479.865613,9045.22813053,11303,195,310,9045.2282734,979479.899155,22.4858543867
11080,74413.0258365,2745.33288603,10998,1126,310,2745.33306656,74413.0206097,1.70829472596
11081,4920707.06651,10404.6516834,11748,168,310,10404.6518093,4920707.07309,112.964342424
11082,21276.118069,1000.12064875,11805,2990,310,1000.1206079,21276.1120497,0.488434278107
11083,35458.1756736,1813.02592,11304,1146,310,1813.02589732,35458.1739923,0.814010923449
11084,11978.6866535,710.772292846,11408,0,0,710.772358582,11978.6872312,0.274993919791
11085,303598.374173,4850.40439016,11504,160,310,4850.40424675,303598.3704,6.96968743795
11086,131820.130474,1953.01468401,10999,392,310,1953.01472584,131820.136069,3.02618602736
11087,226727.332288,3190.83200486,11000,0,0,3190.83205899,226727.345473,5.20496447166
11088,69819.7288985,1002.94693571,11505,6274,0,1002.9469061,69819.7242171,1.60284672858
11089,58980.9450905,1371.06123892,11806,1351,310,1371.06124344,58980.9442696,1.35402158389
11090,51829.801857,1705.7974052,11305,968,310,1705.79746397,51829.8112444,1.18985350239
11091,1777.297339,179.165572071,11409,55,310,179.165583656,1777.29680004,0.0408012834998
11092,129663.967261,2271.8016962,11506,1364,310,2271.80178278,129663.958365,2.97668680033
11093,93293.3002905,1607.99959456,11749,2534,310,1607.99954383,93293.281478,2.1417276091
11094,45568.66,1300.72315976,11807,1421,310,1300.72312116,45568.6541846,1.04611653948
11095,943497.96067,10819.6499206,11001,151,310,10819.6498969,943497.967465,21.6598195929
11096,1893972.27175,6740.02405698,11808,1847,310,6740.02389646,1893972.33757,43.4797959935
11097,1302077.21665,8097.75015746,11750,2513,310,8097.75024614,1302077.24051,29.8916999274
11098,10020.516668,425.855398355,11306,1416,310,425.855378294,10020.5205293,0.230040418079
11099,33517.2905084,864.722336973,11507,0,0,864.722289825,33517.2921808,0.769454229806
11100,57973.7661307,1679.85841133,11002,6236,0,1679.85846569,57973.7732918,1.33090002726
11101,46372,1165.86263816,11751,208,310,1165.86268942,46372.0135001,1.06455920543
11102,32316.2767125,1323.83658494,11307,191,310,1323.83666819,32316.2793161,0.741882657979
11103,179881.74121,3466.39131239,11809,715,310,3466.39113564,179881.744832,4.12953315796
11104,33036.4799365,1240.06800054,11003,0,0,1240.06799876,33036.4852482,0.758416377285
11105,251328.04782,3500.064855,11508,133,310,3500.06480126,251328.019377,5.7697204934
11106,89178.899571,1726.24479481,11308,1144,310,1726.24478973,89178.8997143,2.04727402275
11107,705033.428132,4286.2250281,11004,162,310,4286.22490308,705033.438963,16.1854053973
11108,152278.843201,4276.2250146,11810,344,310,4276.22517594,152278.848019,3.49585530616
11109,74029.9722015,2960.97604669,11410,788,310,2960.97610109,74029.9729134,1.69950112567
11110,35310.056078,1633.60733038,11509,0,0,1633.60742631,35310.059149,0.81061066092
11111,38208.9548175,1104.95317042,11752,1360,310,1104.95308357,38208.9634609,0.877160612883
11112,10899.458248,625.604797804,11309,149,310,625.604727382,10899.4593074,0.250218156689
11113,35372.1524255,1361.53427323,11510,1029,310,1361.53429946,35372.1543837,0.812036177059
11114,105011.98,3316.38332001,11753,191,310,3316.38340386,105011.979613,2.41075297664
11115,290533.155795,3668.45507575,11005,145,310,3668.45508862,290533.142927,6.66974988667
11116,88309.5260365,4823.55715904,11811,182,310,4823.55702364,88309.5129687,2.02731556951
11117,57733.5,973.025722709,11310,173,310,973.025844026,57733.5064875,1.32538423834
11118,17883.5131615,526.338341611,11511,457,310,526.338281239,17883.5074552,0.410550481852
11119,319472.912832,4289.66451336,11411,71,310,4289.66458441,319472.915211,7.33411829904
11120,201936.16,3661.40595781,11812,1440,310,3661.40597942,201936.145751,4.63583456147
11121,13868275.2751,55001.9319498,11006,164,310,55001.9319213,13868275.3713,318.373068056
11122,47962.172946,1012.91644822,11754,175,310,1012.91642991,47962.166752,1.10106424704
11123,36050.309407,1005.6174827,11311,221,310,1005.6174623,36050.3073806,0.82760448995
11124,134718.926444,1694.47316102,11512,1366,310,1694.47313471,134718.938462,3.09273363957
11125,73427.471546,1731.51445409,11007,922,310,1731.51438072,73427.4670032,1.68566943788
11126,410591.115266,4896.60054983,11755,1422,310,4896.60050805,410591.108962,9.42591256499
11127,3496944.15525,15312.1952227,11312,1435,310,15312.1956535,3496944.17688,80.2791130556
11128,66010.3577599,4192.01736632,11813,183,310,4192.01728671,66010.3605114,1.51539542134
11129,29054.914065,833.394691499,11412,448,310,833.39474662,29054.9135987,0.667011703828
11130,160254.599327,3864.52729294,11008,1112,310,3864.52736648,160254.59531,3.67895400207
11131,21219.2931395,1564.13264502,11513,337,310,1564.13267952,21219.2973726,0.487129987375
11132,127348.425983,2029.54725968,11756,735,310,2029.54726484,127348.426031,2.92352927976
11133,28627.2443155,1686.93463027,11814,94,310,1686.93449083,28627.2505038,0.657193870825
11134,2563.6146805,222.433190785,11313,31,310,222.433224679,2563.61692991,0.0588527820112
11135,4280.72253001,404.172959736,11514,1367,310,404.172970962,4280.72673741,0.0982723567577
11136,35125.8971305,1381.38060132,11009,175,310,1381.38063551,35125.8984254,0.806382895533
11137,1163771.06919,4421.43177084,11815,1498,310,4421.431653,1163771.07236,26.7166144963
11138,61278.8792981,3152.73821057,11757,273,310,3152.7381354,61278.8856397,1.40677526988
11139,793671.357914,7363.99920544,11314,1875,310,7363.9991846,793671.367178,18.2202603736
11140,1043286.66574,14351.923521,11515,0,0,14351.9235215,1043286.67657,23.9506622986
11141,112564.060495,3023.72383636,11010,1308,310,3023.72389702,112564.066628,2.584125732
11142,10931.228956,583.624743397,11816,2987,310,583.624792442,10931.2284762,0.250947479368
11143,10232.7331985,455.646151471,11516,1384,310,455.646268503,10232.739192,0.234912307692
11144,97389.2676012,5089.31841109,11758,360,310,5089.31842772,97389.2809455,2.2357591943
11145,200802.840812,4248.31556297,11315,1172,310,4248.3155449,200802.834199,4.60981720416
11146,20815.264849,870.99755443,11011,0,0,870.997454981,20815.2631572,0.477854600977
11147,44680.8010155,1485.88810497,11817,2991,310,1485.88814842,44680.8074932,1.0257343025
11148,47979.5299705,964.240039873,11818,2369,310,964.240122603,47979.5431978,1.10146315694
11149,148546.79416,2606.8291509,11517,1008,310,2606.82918745,148546.781419,3.41017850338
11150,5145478.42434,25089.0654015,11012,50,310,25089.0655889,5145478.39362,118.124402562
11151,43289.959065,1203.86100289,11316,6268,0,1203.86104485,43289.9506186,0.993804494466
11152,13979.6424175,584.919668492,11759,0,0,584.919720911,13979.6413926,0.320929690343
11153,104951.119134,1424.94398833,11819,1493,310,1424.94399001,104951.109734,2.4093555909
11154,11951.154125,648.622492592,11317,1830,310,648.622544095,11951.1607483,0.274361996168
11155,57890.710583,1124.29981206,11518,1202,310,1124.29983065,57890.7161445,1.3289932899
11156,177227.6387,2814.40844389,11013,88,310,2814.4085552,177227.634505,4.06860292511
11157,183088.45817,2811.33659879,11413,2456,310,2811.33651214,183088.468423,4.20314969649
11158,2892639.64316,12093.7466532,11519,340,310,12093.7468734,2892639.60708,66.4061335553
11159,625410.735013,7359.12344986,11318,32,310,7359.12345996,625410.699359,14.3575115016
11160,138708.3146,4742.20714388,11820,0,0,4742.2071191,138708.325203,3.18431772356
11161,88605.206742,1517.36003514,11014,590,310,1517.36010868,88605.2198313,2.03410409213
11162,15869.0564205,831.732222197,11015,174,310,831.732150429,15869.0471136,0.364304650827
11163,6264.35320453,807.34172137,11520,101,310,807.341709859,6264.35439911,0.143810364017
11164,81803.3987125,2178.29776059,11821,1344,310,2178.29766869,81803.3910481,1.87795496471
11165,4831.1367735,399.544203928,11319,148,310,399.544149414,4831.13307425,0.110907998137
11166,130523.712893,2556.00681947,11521,2461,310,2556.00702473,130523.713559,2.99642414268
11167,45755.2662735,1500.59868353,11016,1881,310,1500.59865979,45755.265786,1.0504005695
11168,45677.6470295,1273.29311626,11822,84,310,1273.29321485,45677.6428592,1.04861858518
11169,364689.912272,3422.01157618,11320,0,0,3422.01178004,364689.898043,8.37216154287
11170,37380.3042955,1316.46115062,11522,1364,310,1316.4611516,37380.3100879,0.858137272948
11171,35331.448577,956.274105641,11760,2123,310,956.274107409,35331.4446112,0.811101605541
11172,79353.294062,1658.54751608,11823,1843,310,1658.5474963,79353.2973431,1.82170832776
11173,14747.57856,443.409201352,11017,1248,310,443.409187113,14747.5780492,0.338559160691
11174,10955.3526715,758.418912594,11321,0,0,758.419037358,10955.3527524,0.251501298759
11175,88222.8218,2724.97945104,11824,206,310,2724.97933816,88222.8201757,2.02532536887
11176,5593790.58272,23404.3057928,11761,188,310,23404.3062723,5593790.59287,128.416275668
11177,400968.061067,5258.17515051,11523,1005,310,5258.17509215,400968.054912,9.20499675824
11178,54303.5716394,1178.01835834,11018,1878,310,1178.01830112,54303.5655483,1.24664331412
11179,312152.859503,2765.3843097,11322,6269,0,2765.38434181,312152.87083,7.16607253089
11180,40124.7260435,891.429151786,11762,1350,310,891.429167556,40124.7216091,0.921140544272
11181,12318.2639,1423.48992449,11524,0,0,1423.48995095,12318.249552,0.282789229228
11182,261813.155928,2609.45101566,11825,1365,310,2609.45096787,261813.126529,6.01042639542
11183,172269.26,1881.78206328,11019,45,310,1881.78200395,172269.259984,3.9547738536
11184,59919.85271,1589.11364205,11525,456,310,1589.11359921,59919.8560927,1.37557611967
11185,71304.4419295,2850.4949825,11826,1454,310,2850.49494443,71304.4586177,1.63693167668
11186,153971.30411,2499.90932023,11763,1497,310,2499.90925309,153971.302508,3.5347088704
11187,63359.44175,1293.4726262,11526,141,310,1293.47270259,63359.4398972,1.4545384145
11188,7991.40951149,377.789583791,11323,121,310,377.789695209,7991.40894742,0.183458239512
11189,10736.9346215,520.880972502,11020,1272,310,520.880935927,10736.9312493,0.246487010954
11190,42414.8832026,1391.45702155,11764,0,0,1391.4569597,42414.9059273,0.973716152144
11191,20420.8495925,597.777869148,11827,267,310,597.777860861,20420.8466584,0.468800007852
11192,1491536.78343,12069.3169052,11021,1128,310,12069.3168403,1491536.79734,34.2411102734
11193,25496.57715,1387.16349211,11527,2462,310,1387.16348237,25496.5704354,0.585323058357
11194,662438.360973,9877.81406378,11324,1143,310,9877.81412031,662438.39035,15.2075537216
11195,1825399.20308,20516.5355961,11414,970,310,20516.5354582,1825399.21574,41.9055674324
11196,61193.8247205,1887.80898592,11022,2528,310,1887.80890997,61193.8195801,1.40482241405
11197,815522.586,6220.04001652,11828,256,310,6220.03989122,815522.556809,18.7218966692
11198,26157.7138765,1357.39311165,11765,229,310,1357.39306406,26157.705584,0.600500693644
11199,140347.480255,2003.74094433,11325,154,310,2003.74098678,140347.491054,3.22194794412
11200,49301.079674,1708.04589673,11528,984,310,1708.0458328,49301.0751765,1.13180147799
11201,200941.146497,3701.36430268,11023,169,310,3701.36439617,200941.170506,4.61299298147
11202,18698.4830025,793.362479031,11326,1763,310,793.362501371,18698.4837494,0.429259838005
11203,91385.0814504,3668.18654669,11529,1023,310,3668.18651866,91385.104308,2.09792171372
11204,187015.144696,3420.9933549,11766,76,310,3420.99325169,187015.144981,4.29329414702
11205,262776.969728,2551.90110021,11829,1496,310,2551.90109371,262776.974389,6.03255338614
11206,11249.680633,807.627455187,11024,40,310,807.627550074,11249.679106,0.258258129128
11207,29221.527238,1392.39055112,11530,140,310,1392.39061835,29221.5224604,0.670836532296
11208,75658.35564,1127.95097181,11025,0,0,1127.95095956,75658.3579217,1.73688385115
11209,43629.075092,1105.6578865,11830,2356,310,1105.65792165,43629.0698522,1.00158963198
11210,234257.188555,3460.07738294,11767,93,310,3460.07739843,234257.19643,5.37782675533
11211,138432.035625,2345.53477778,11531,136,310,2345.53470317,138432.030442,3.17797484324
11212,93394.7186,2632.43611699,11026,48,310,2632.43617887,93394.7252248,2.14405644639
11213,41076.872238,926.835515775,11831,716,310,926.835597769,41076.8724732,0.942999007832
11214,74694.4531465,1246.72947836,11415,176,310,1246.72947901,74694.4529697,1.71475554978
11215,46371.28,1392.91100322,11768,190,310,1392.91094552,46371.2758322,1.06454227084
11216,99051.93925,3427.40457783,11532,137,310,3427.40460907,99051.9396413,2.27392873853
11217,71098.1195511,2246.33883337,11027,162,310,2246.33880174,71098.1324098,1.63219505976
11218,46947.8086125,979.213564443,11832,1486,310,979.213587928,46947.8140811,1.07777782077
11219,2834.2893295,209.517717986,11028,41,310,209.517715378,2834.28776644,0.0650665542613
11220,23371.086619,987.861124825,11769,2268,310,987.861207898,23371.0964774,0.53652869518
11221,25811.3632055,1279.9276349,11533,1366,310,1279.92757282,25811.3595401,0.59254965073
11222,42113.262798,929.898719096,11833,66,310,929.898676454,42113.2660056,0.966791424682
11223,67534.1669664,3648.02488258,11834,1584,310,3648.02489206,67534.1776466,1.55037758917
11224,203791.237053,4629.55611397,11029,74,310,4629.55627987,203791.227562,4.67842155027
11225,11675.7596455,951.956516722,11770,1438,310,951.95645473,11675.7550152,0.268039525215
11226,24440.7173685,1190.17024384,11534,166,310,1190.17023514,24440.7119378,0.561083785605
11227,16800.624875,1646.44180047,11535,138,310,1646.44177751,16800.6183184,0.385690668527
11228,147313.452624,2423.09370504,11771,1487,310,2423.09362094,147313.439576,3.38186475737
11229,378371.821762,3480.13491427,11030,1879,310,3480.13491384,378371.826394,8.68625665486
11230,5383.70095651,613.074240831,11536,63,310,613.074314891,5383.69932003,0.123593224401
11231,368505.727601,2864.29309336,11835,1499,310,2864.29308148,368505.747138,8.45976173474
11232,9412.0305495,447.975685927,11327,1436,310,447.975665698,9412.02970204,0.216071334946
11233,37480.5367355,831.466990625,11772,1428,310,831.467005826,37480.5369983,0.86043817541
11234,183175.018586,2542.21826032,11537,1381,310,2542.21827694,183174.99913,4.20513617614
11235,24388.136955,831.323251625,11416,180,310,831.323253468,24388.1353348,0.559876788054
11236,14664.5600135,645.213227795,11836,1343,310,645.213326102,14664.5652838,0.336653442199
11237,42845.5830245,1022.62494653,11773,2510,310,1022.62490753,42845.5768611,0.983603035903
11238,159565.353835,1701.9033835,11031,6238,0,1701.90320957,159565.350469,3.66313105446
11239,50054.569759,1408.86000513,11538,2499,310,1408.86000502,50054.5691226,1.14909938801
11240,787695.082275,5881.32350659,11328,179,310,5881.32361134,787695.092183,18.0830634291
11241,127882.525366,1867.57253088,11774,2493,310,1867.57252973,127882.525157,2.93579055759
11242,14886.5452145,635.956413818,11417,56,310,635.956374272,14886.549016,0.341749507859
11243,104744.967853,2656.07644433,11837,265,310,2656.07638957,104744.957714,2.40462297281
11244,37506.1752139,1062.41433057,11032,1898,310,1062.41439836,37506.1834222,0.861026938645
11245,420500.668475,4040.64196206,11539,0,0,4040.64188111,420500.676012,9.6534058315
11246,319628.546548,4335.11467611,11838,358,310,4335.11474368,319628.52572,7.33769063908
11247,21184.1468355,826.937830928,11033,393,310,826.937848173,21184.1472492,0.486323048348
11248,73025.2138456,3170.35741368,11540,1187,310,3170.3574478,73025.2158751,1.67643498569
11249,2736445.19512,17790.8482908,11329,77,310,17790.8484119,2736445.17192,62.8203883778
11250,81868.008544,2391.8743774,11418,304,310,2391.87447235,81868.0105103,1.87943842937
11251,22494.402775,1547.84520361,11098,1443,310,1547.84524179,22494.408081,0.516402618432
11252,1016580.58717,4220.85427428,11198,149,310,4220.85428339,1016580.57542,23.3375721249
11253,23630.8760866,1468.53078232,11598,85,310,1468.53081688,23630.8798494,0.542492524637
11254,45536.7099234,1822.73804449,10950,2408,310,1822.73811906,45536.7089234,1.04538317426
11255,69774.5960115,1810.2297481,11839,2988,310,1810.22969964,69774.597842,1.60181076541
11256,82541.1113036,2514.46988097,11775,267,310,2514.46988013,82541.0724156,1.89488986641
11257,206670.601698,4717.66786677,11541,1204,310,4717.66785563,206670.585369,4.74452277442
11258,50507.206513,1606.06862826,11034,1270,310,1606.06867467,50507.2150952,1.15949075125
11259,1093054.32861,5016.62048777,11330,1063,310,5016.62047385,1093054.32273,25.0931748155
11260,24768.8293865,757.712549399,11840,2355,310,757.712417367,24768.8251422,0.568616258444
11261,44639.786633,1154.09909168,11776,85,310,1154.0991268,44639.7820209,1.02479248348
11262,335412.34375,2682.18854402,11331,165,310,2682.18850931,335412.337102,7.70003853892
11263,6954885.56198,27935.082488,11542,455,310,27935.0825534,6954885.51804,159.662840626
11264,39765.32,1127.34500763,11035,40,310,1127.34492282,39765.3313529,0.91289004625
11265,14726.8248325,915.679279995,11199,1267,310,915.679224818,14726.8221276,0.338082668389
11266,160764.32147,3905.19062672,10951,1279,310,3905.19075004,160764.349932,3.69065640476
11267,43233.6213199,2621.69935847,11599,187,310,2621.69928808,43233.6382762,0.992511735797
11268,81295.720798,2059.2266125,11419,1848,310,2059.22661587,81295.7203556,1.86630040265
11269,146.597263001,117.060966875,11099,0,0,117.060963789,146.595878045,0.00336539174541
11270,10487.722657,550.373958389,11777,271,310,550.373909581,10487.7215828,0.240765921345
11271,115594.801007,3376.49213067,11841,1583,310,3376.49214966,115594.809423,2.65370229118
11272,4528.676517,263.10504249,11036,42,310,263.10509596,4528.68021451,0.10396460811
11273,29071.898248,695.005486711,11100,6253,0,695.005507886,29071.896945,0.66740158937
11274,724803.119068,7279.65691635,11332,789,310,7279.65676584,724803.105431,16.6392563052
11275,50921.8486505,1774.14667667,11543,454,310,1774.14674113,50921.837354,1.16900920666
11276,5704.30666599,464.711514725,11200,35,310,464.711528505,5704.30530162,0.130953354429
11277,122456.96875,1435.923145,11420,157,310,1435.92313918,122456.969973,2.81123645093
11278,229843.148085,3433.56457285,11842,49,310,3433.5645931,229843.144469,5.27649366033
11279,236.111434843,160.736451034,11600,133,310,160.736364268,236.110485178,0.00542037258086
11280,129021.607521,1445.45240191,11037,589,310,1445.45242266,129021.603008,2.96194029147
11281,1262095.21421,17373.2801765,10952,909,310,17373.2803918,1262095.22889,28.9738355668
11282,46003.301877,1199.2870437,11778,86,310,1199.28706154,46003.3022502,1.05609472599
11283,23767.909304,1166.11537047,11101,0,0,1166.11535227,23767.8897782,0.545637852389
11284,230146.933266,2716.92947648,11201,1614,310,2716.9293609,230146.933069,5.28346771487
11285,43139.5689845,993.125497218,11421,616,310,993.125474816,43139.564533,0.99035209118
11286,818428.798816,7897.70342836,11333,171,310,7897.70340051,818428.812207,18.7886153795
11287,35602.3792805,1321.11201832,11038,0,0,1321.11202165,35602.3766454,0.817321374089
11288,565652.344191,3181.74945309,11843,1364,310,3181.74943276,565652.313965,12.9856422539
11289,19109.8807015,794.978250593,10953,176,310,794.97829067,19109.8757931,0.438704137578
11290,216449.98705,6233.53224612,11544,139,310,6233.53226135,216449.975999,4.96902758957
11291,3851.8871765,430.206716964,11102,189,310,430.206766646,3851.88806713,0.0884275361508
11292,85628.90431,1118.10354809,11202,2537,310,1118.10346334,85628.8907652,1.96577670528
11293,853360.369323,10470.0573307,11601,0,0,10470.0572907,853360.36273,19.5905366433
11294,48887.3512495,2138.76611911,11779,724,310,2138.76631105,48887.356496,1.12230376598
11295,23680.24108,782.047831889,11545,76,310,782.047894422,23680.2390868,0.543625661341
11296,11360.8118805,654.421688683,11103,1817,310,654.421645969,11360.816807,0.260809509881
11297,5945.04319351,332.768870386,11334,1383,310,332.768796694,5945.04246261,0.136479941296
11298,21432.93382,612.693747455,11203,299,310,612.693731506,21432.938816,0.492034539671
11299,43642.6600001,1866.14664072,11844,1420,310,1866.14673738,43642.6645706,1.00190172502
11300,7639.72527451,656.513064209,11039,48,310,656.513092294,7639.729444,0.175384756727
11301,49640.0661,1781.63082584,10954,1528,310,1781.6307611,49640.0708177,1.13958377821
11302,609213.059709,3967.78998714,11422,311,310,3967.78998663,609213.062607,13.9856634405
11303,1806939.40869,19640.456313,11602,319,310,19640.4562627,1806939.40591,41.4817868157
11304,14433.436217,531.322143978,11780,2989,310,531.322314761,14433.4322082,0.331347335677
11305,145122.461048,2016.25706478,11546,1018,310,2016.25705818,145122.455402,3.33156648056
11306,12642.429621,579.176893646,11845,1311,310,579.176959086,12642.4331147,0.290231489545
11307,161597.736926,1693.6200791,11335,2468,310,1693.62014786,161597.75083,3.70978873331
11308,10819.218378,396.574845045,11040,49,310,396.574822433,10819.2157112,0.248376009829
